userA	userB	score
ludivineabd	leclercarmelle	5
annebergez	deputeeisabelleattard	3
samsond	hadrienvroylandt	3
pierrickkoch	francoisrevol	3
celinefouga	annebergez	5
christofschoch	juliengilet1	6
alexandrenolin	suzannemallet	3
benjaminprevost	sarraderafaele	3
leblancannie	nikolaykovachev	3
fredericherbreteau	darquy1	5
lucadefeo	fredericherbreteau	5
abharmach	darquy1	3
stephaniegroudiev	raclet	3
chevallierchantepie	glize	3
claudeniatel	jeansebastienkrollrabotin	3
gregoire	laurapallez	4
laurentromary	valentinplichon	3
magariel	franckinfodocbib1	3
virgileprevosto	catherinelandry	3
marcmezzarobba	maicf	3
alexanderdoria	antoineamarilli	3
guillaumecabanac	jeanpierregesbert	7
thomasblanchard	mathieublanchard	3
julienbect	fabienlabarthe	4
frederiquelangue	valeriehurtevent1	5
alexanderdoria	juliejanody	3
louisjachiet	damienrobert	7
chekib1	sbauin	8
philippedeso	fredericclavert	7
sylvaincrovisier1	juliengilet1	4
pascalweil	alabau	3
charara	fouillet	3
thierryfournier	marielaurebretin	4
jeanchristophepeyssard	quentingrimaud	4
deputeeisabelleattard	nicolasdandrimont	5
jeanfrancoislutz	laurentlopez	5
ramdanikarim	davidbenoist	6
odilecontat	philippegambette	5
geraldineniateldacos	frederiqueflamerie	6
florencebouillon	yadlajoie	3
anthoinebourgeois	guillainpotron	4
hcyinguyenvan	juko	3
nikolaykovachev	sarraderafaele	3
pierre1	davidbaelde	3
francoisetruffert	stornecatherine	4
alainmarois	henrigaly	6
legendre	darquy1	6
olivierpantale	giselemaxit	3
guillaumecabanac	christinekosmopoulos	6
jeanchristophepeyssard	paulgirard	5
pierrefleury1	miklarzclement	4
marieferrazzini	maxb	3
duflotjeanluc	maximeaudinot	3
thierychanier	colettecadiou	3
maicf	guillainpotron	5
jeannevarasco	caillieret	7
leboecla	olivierpantale	4
hurtersavie	fortyannick	3
sr	martinecourbincoulaud	4
ernoult	laurevieu	3
nicolaslemoine	etiennepariat	6
benjaminguichard	doctorant	3
danielbourrion	favreguillaume	4
caroleb	jeanpierregesbert	6
julianbh	hugogimbert	3
louisgesbert	anthoinebourgeois	5
yadlajoie	sylvaincrovisier1	6
emiliebrunet	alainberetzpresidentdeluniversitedestrasbourg	6
pierrickkoch	hadrienvroylandt	3
jeansebastienkrollrabotin	francoisparreau	3
nicolaspetitdemange	favreguillaume	5
stephanepouyllau	etiennepariat	6
maxb	juliengilet1	4
jeanfrancoislutz	juliengilet1	7
lacourclaire	laurentromary	3
josettelapeyre	hugogimbert	3
pierremounier	juliejanody	4
maisonobeluc	arnalcedric	5
alexanderdoria	davidbenoist	5
gregallaire	fabienlabarthe	4
jeanfrancoislutz	rousseauhans	5
guycobolet1	audeleblond	4
celinesmith	agnesraymonddenise	3
adelineregeuniversitedestrasbourg	fabricemottez	3
huguesvanbesien	vincentreverdy	11
pierrev	agnesletouzey	3
hankahensens	emmanuellehelly	5
clementtisserant	fredericmandon	6
aurelienberra	jeremiebettinelli	6
christophebrocquet	mauleskinemouraby	5
oliviercleynen	guillaumequeruel	3
mathildedacos	sylvaincrovisier1	4
fizcus	lestage1	3
clairelemercier	arnalcedric	5
javellejeanpierre	francoisducrocq	4
pocinho	emiliebrunet	3
celinesmith	rousseletlouis	3
hcyinguyenvan	abharmach	4
stephaniedordcrousle	pierre1	3
pablorauzy	anthonymasure	4
christinekosmopoulos	bibliothequeuniversitairedeslanguesetcivilisations	4
jeanmallet	louisgesbert	3
fredericmandon	eliemichel	4
celinesmith	francoisxaviermas	3
sbauin	laurapallez	5
juliendupredebaubigny	francoisducrocq	4
yadlajoie	marcmezzarobba	4
gambazza	victorkalt1	3
leboecla	vincentreverdy	8
sr	aymerich	5
marcjeanmougin	sandrinemalotaux	7
clairelemercier	valentinplichon	3
celinesmith	marlenedelhaye	4
celinevautrin	laurentromary	3
julianbh	laurentlopez	5
raclet	mauleskinemouraby	4
benjaminprevost	emmanuelhadoux	3
francoisducrocq	pascaltobaly	4
imr	vincentreverdy	4
bernieseek	olivierpantale	3
louisgesbert	brundominique1	3
horatiucirstea	xavierleroy	4
bernadettebergeret	albertcohen	4
pierrefleury1	samuelhornus	3
cavetdominique	deputeeisabelleattard	5
hcyinguyenvan	alainberetzpresidentdeluniversitedestrasbourg	5
guillaumecabanac	arnalcedric	6
julienbect	quentingrimaud	3
chantalbarutau	darquy1	3
mauran	duflotjeanluc	3
jeanpierregesbert	nicolasdandrimont	6
violainev	inptoulouseinstitutnationalpolytechniquedetoulouse	4
charara	anneclairelepicard	3
romainboistel	bernardteissier	4
anneclairelepicard	etiennepariat	4
alabau	olivierjacquot	4
juliendupredebaubigny	sbauin	6
leboecla	valeryxavierlentz	4
jeanbaptistemouret	celinesmith	5
benjaminbourdon	beorchia	3
jeanlucdeochandiano	charlenecriton	3
damienrobert	leclercarmelle	3
juliejanody	eliemichel	5
nolwennmaudet	philippegambette	3
arramyleroux	clementtisserant	5
christophebrocquet	claudeloverdo	4
louisgesbert	christineollendorff	7
vincentdanjean	pablorauzy	4
allia	clairelemercier	9
victorkalt1	williamtriggs	3
magariel	sylvaincrovisier1	4
pierreboulet1	nieddu	3
amicfrouvelle	deputeeisabelleattard	3
stephanemagnier	virgileandreani	4
florencebouillon	emmanuellecorne	7
samuelhornus	gaelleriverieux	3
juliengrenet1	brunodurand	3
gesbert	nolwennmaudet	4
francoisetruffert	alexiskauffmann	3
christofschoch	stornecatherine	3
geraldineniateldacos	cedricolivierturrin	4
louisjachiet	pocinho	3
charara	hankahensens	4
davidmonniaux	chantalbarutau	5
julienbect	nieddu	4
pierrenaegelen	danielpouyllau	3
sbauin	philippehoudry	4
pierreboulet1	vincentreverdy	5
claudeloverdo	hurtersavie	4
odilecontat	guillaumequeruel	4
fabienlabarthe	davidbenoist	7
apincetre	fortyannick	3
juliegautierphaneuf	raveau	5
mauran	maisonobeluc	3
inradistodilehologne	olivierjacquot	5
isabellegouat	mathieublanchard	4
matthieumoy	schwartzlionel	3
violainev	annebergez	3
clairelemercier	catherinelandry	8
francoisrevol	vincentreverdy	6
christinekosmopoulos	giselemaxit	4
bernieseek	courtoischantal	3
thomasletendre	marindacos	4
sarraderafaele	philippehoudry	3
francoisetruffert	geraldineniateldacos	6
mag	stephanepouyllau	4
sr	benoitpier1	3
schwartzlionel	alaincimino	5
julienbect	pierrickkoch	4
allia	eliemichel	10
martinecourbincoulaud	consortiumcouperin	3
xavierleroy	yadlajoie	4
federationnationaledelapressedinformationspecialisee	gchartron	7
durandaline	chantalbarutau	3
benjaminbourdon	nieddu	3
olivierpantale	marcmezzarobba	3
francoisducrocq	antoineamarilli	12
thomasblanchard	yannbonnet	3
guycobolet1	jeanpierregesbert	4
teodorknapik	jeanlouisbougeret	3
emmanuelhadoux	miklarzclement	3
jeanchristophepeyssard	annecanteaut	3
benjaminguichard	sbauin	9
charara	lucadefeo	3
yadlajoie	guillainpotron	4
virgileprevosto	pascalweil	3
baratault	suzannemallet	4
francoisparreau	jeremiebettinelli	3
sorouletpillon	nicolasbraudsantoni	4
laurent	benoitrkloeckner	4
ernoult	hurtersavie	3
olivierpantale	rousseletlouis	3
martinecourbincoulaud	charlenecriton	3
thierychanier	aymerich	4
gaelleriverieux	olivierjacquot	4
thomasblanchard	etiennepariat	4
odilecontat	chekib1	5
marieferrazzini	eliemichel	3
annebergez	elodieponcet	3
jeansebastienkrollrabotin	fredericherbreteau	3
florencebouillon	paulgirard	3
victorkalt1	sebastienlebonnois	3
victorlefevre	virgileandreani	4
isabellegouat	juliengilet1	4
philippedeso	vorosandre	3
jeremieroche	jeannevarasco	5
albertcohen	samuelhornus	3
mariehelenedacos	henrigaly	4
francoisetruffert	thierryfournier	7
marcjeanmougin	cecileclavaud	5
bibliophile	manueladournes	7
jeanfrancoislutz	chantalbarutau	5
juliejanody	aeris	3
mathieublanchard	pablorauzy	4
romainboistel	deputeeisabelleattard	6
fredericherbreteau	christinekosmopoulos	4
cedrictemple	agnesletouzey	3
catusciapalamidessi	yadlajoie	3
fredericclavert	sbauin	8
frederiqueflamerie	christineollendorff	6
apincetre	hurtersavie	3
francistrautmann	arnalcedric	4
pierrefenouil	jeanpierrepetard	3
bernadettebergeret	duflotjeanluc	4
maisonobeluc	violainev	4
jeremiedetrey	xavierleroy	5
celinesmith	pierrickgaudry	3
davidmonniaux	clairesaulou	6
julianbh	thomaslamarche	3
cenacpeggy	davidbaelde	3
pierremounier	maicf	3
mag	hubertguillaud	3
jeremiedetrey	nicolasbraudsantoni	4
olivierpantale	antoineamarilli	4
leoducas	alainberetzpresidentdeluniversitedestrasbourg	5
victorkalt1	danielpouyllau	4
celinesmith	valerielarroque	3
charara	giselemaxit	3
griddock	epristassociationdesresponsablesistdesorganismesderecherchefrancais	4
aurelienberra	romainboistel	7
florencebouillon	rousseletlouis	3
pierremounier	gaelleriverieux	3
caroleb	victorkalt1	3
becache	pascaltobaly	3
leblancannie	nathalieduchange	4
davidmonniaux	manuelclergue	3
javellejeanpierre	ratsimandravasuzanne	3
allia	briot	4
lucadefeo	jeansebastienkrollrabotin	3
pierrev	huguessamyn	3
maxb	jeremiedetrey	4
marieferrazzini	noelthiboud	4
benjaminprevost	jeankempf	3
williamtriggs	vincentreverdy	6
sorouletpillon	danielpouyllau	3
pierrev	emmanuelthome	4
annebergez	emmanuellehelly	4
laurentlopez	huguessamyn	3
prescillialagarrigue	virgileprevosto	3
cenacpeggy	sylvainschmitz	3
fredericdanielluclehobey	aicardistephane	4
francistrautmann	eliemichel	6
duflotjeanluc	valleemaxime	4
francoislermigeaux	thomaslamarche	6
williamtriggs	courtoischantal	4
fabienlabarthe	henrigaly	5
jeanmarielebechec	arnaudferraris	3
salvetatfrancoise	eliemichel	4
gabrielscherer	henrigaly	3
ackervalerie	juliendupredebaubigny	3
stephanemagnier	etiennepariat	4
gesbert	jeanchristophepeyssard	6
juliengrenet1	buloismichael	3
benjaminprevost	francoisducrocq	7
olivierchapuis	jozefinasadowska	4
hugol	pascalweil	3
gesbert	victorlefevre	3
nicolasbraudsantoni	fizcus	5
cavetdominique	huguessamyn	3
francoisgeze	benoitrkloeckner	3
raclet	huguessamyn	3
aurelienberra	carolinelandry	5
albertcohen	pablorauzy	4
sylvaincrovisier1	cenacpeggy	3
julianbh	sarraderafaele	3
mariehelenedacos	olivierbuffet	3
stornecatherine	fredericclavert	3
josettelapeyre	francoisducrocq	4
alabau	vivienripoll	3
emmanuellecorne	odilebenassy2	4
leoducas	ludivineabd	3
francoisetruffert	alexandrenolin	3
geraldineniateldacos	marlenedelhaye	5
stephanepouyllau	veroniquecohoner	3
pierrefenouil	editionsgallimard	31
jeanfrancois	briot	3
jeansebastienkrollrabotin	catherinelandry	3
mariehelenedacos	silvanodalzilio	3
josettelapeyre	marieannepaveau	4
merlet	abharmach	6
barbarameazzi	aymerich	3
alaincimino	ramdanikarim	3
hankahensens	nolwennmaudet	4
yadlajoie	christineleininger	3
bibliophile	cremonini	8
celinesmith	anicetrohee	3
laurent	aymerich	4
mag	fabienlabarthe	3
jeanpierregesbert	laurevieu	5
rousseletlouis	vincentreverdy	5
gregallaire	jeremienuel	4
horatiucirstea	adrienchopin	4
clementtisserant	laurentlhuillier	3
roux3	fredericmandon	5
samuelhornus	sylvainschmitz	3
elodieponcet	frederichelein	3
frederiquelangue	vincentreverdy	5
jeanfrancoislutz	benjaminbourdon	4
celinevautrin	arnalcedric	3
laurentlyaudet	leclercarmelle	3
nehemiestrupler	pierre1	4
fabienlabarthe	olivierlegall1	4
charlenecriton	agnesletouzey	4
sr	schwartzlionel	5
maisonobeluc	antonindelpeuch	5
charara	nieddu	3
samsond	antoineamarilli	5
anneclairelepicard	vivienripoll	3
chantalviala	olivierzendra2	3
brunodurand	valeryxavierlentz	3
matthieumoy	sebastienlebonnois	3
pierre1	benoitrkloeckner	4
francoisetruffert	antonindelpeuch	4
chauvinbrigitte	marieannepaveau	4
gabrielllang	fabienandre	3
pierrev	antoineamarilli	4
jeanmarielebechec	marcmezzarobba	3
benjaminprevost	nicolaslemoine	3
romainboistel	marlenedelhaye	3
sgl	cecileclavaud	5
charara	laurevieu	4
cedrictemple	allia	4
sebastienbenzekry	vivienripoll	4
francoislermigeaux	pascaltobaly	4
pierreboulet1	anneclairelepicard	3
gabrielscherer	frederiqueflamerie	3
jeanmallet	philippedeso	3
violainev	xavierleroy	3
bernadettebergeret	pascalearaujo	4
francisandre	bernardteissier	3
jeanchristophepeyssard	francisandre	8
martinecourbincoulaud	doctorant	3
ludivineabd	jeanchristophebach	4
guillaumecabanac	marielaurebretin	4
dominiqueroux	philippedeso	6
emiliebrunet	heraultfrederic	4
inradistodilehologne	romainboistel	3
leoducas	davidbenoist	6
etiennepariat	fortyannick	4
fredericherbreteau	gabrielllang	3
mihaelasighireanu	williamtriggs	6
jeansebastienkrollrabotin	abharmach	3
lucazeau	adrienchopin	3
alabau	emmanuellecorne	5
mariehelenedacos	vorosandre	3
isabellegouat	benjaminguichard	3
lionelrieg	claudeniederlender	3
christophebrocquet	christophepavlides	3
caroleb	hugogimbert	3
marieannepaveau	victorkalt1	3
nicolasquenouille	virgileandreani	3
courtoischantal	miklarzclement	5
damienrobert	nicolasbraudsantoni	8
gregallaire	clementtisserant	5
justineancelin	mathurindorel	5
marcchardin	nolwennmaudet	3
saeditionsdupuis	yvesdelavilleguerin	8
juliengrenet1	christinekosmopoulos	7
christophebrocquet	stephanepouyllau	3
sorouletpillon	nieddu	3
juko	fizcus	4
marcjeanmougin	pierrev	5
javellejeanpierre	bernardteissier	3
vincentdanjean	abharmach	4
jeremienuel	davidbenoist	5
laurent	ratsimandravasuzanne	4
brunodurand	jeanlucdeochandiano	3
teodorknapik	deputeeisabelleattard	5
jeanchristophebach	laurentbercot1	4
jeremienuel	guillaumequeruel	3
guillainpotron	vivienripoll	6
jeanfrancoislutz	charlenecriton	4
isabellegouat	maicf	4
bernieseek	arnalcedric	4
stephaniegroudiev	amicfrouvelle	4
javellejeanpierre	philippeschnoebelen	3
ericdaspet	juliejanody	3
allia	pablorauzy	7
pocinho	patricetorguet	6
aurelienberra	beorchia	5
brunodurand	jozefinasadowska	3
raclet	franckinfodocbib1	4
alainmarois	charlenecriton	5
valeriehurtevent1	laurentbercot1	11
emmanuellecorne	suzannemallet	4
rousseletlouis	danielbourrion	4
jeanchristophebach	victorkalt1	3
mariehelenedacos	legendre	4
pierrev	davidbenoist	5
delphinedebarre	annecanteaut	5
alainmarois	valeriehurtevent1	9
laurevieu	ouriachioussama	3
ericf	patrickmassot	3
vincentleclere	annickvalibouze	3
beorchia	fizcus	3
vincentreverdy	severinlemaignan	6
benjaminguichard	etiennepariat	9
sgl	olivierjacquot	3
louisjachiet	pierrickgaudry	3
arramyleroux	mihaelasighireanu	4
hugogimbert	clairesaulou	3
francoisetruffert	buloismichael	4
louisjachiet	fredericmandon	5
francoisducrocq	charlenecriton	4
bibliothequeuniversitairedeslanguesetcivilisations	lafaitjacques	4
sonneville	patricetorguet	3
cedricolivierturrin	duflotjeanluc	4
jeanchristophepeyssard	alabau	3
leblancannie	sylvaincrovisier1	3
odilehennaut	hankahensens	4
thierryfournier	benjaminbourdon	4
jeremiedetrey	briot	4
adelineregeuniversitedestrasbourg	julienbect	4
aurelienberra	ackervalerie	4
jeanfrancois	stornecatherine	3
benjaminguichard	chekib1	3
legendre	eliemichel	3
cavetdominique	davidbenoist	11
stephaniegroudiev	celinefouga	5
silvanodalzilio	davidbenoist	4
olivierchapuis	laurentromary	6
isabellegouat	jeanfrancoislutz	6
jeanfrancoislutz	francistrautmann	5
benjaminprevost	barbarameazzi	3
ludivineabd	romainboistel	5
jeanmallet	raclet	3
patricebellot1	lafaitjacques	4
chekib1	ratsimandravasuzanne	4
durandaline	mauleskinemouraby	4
benjaminbourdon	valeriehurtevent1	5
noelthiboud	danielbourrion	3
josettelapeyre	dissemin	3
mariehelenedacos	2	4
vincentleclere	emmanuelhadoux	3
nicolasbraudsantoni	arnalcedric	4
francoisetruffert	geoffreyharaux	4
brunodurand	victorkalt1	3
xavierleroy	ouriachioussama	3
clementtisserant	duflotjeanluc	4
rmathis	benoitpier1	4
kevinperrot	bibliothequeuniversitairedeslanguesetcivilisations	3
stephanepouyllau	briot	3
nikolaykovachev	nathalieduchange	4
julienbect	claudeloverdo	3
pascalearaujo	alaincimino	3
doctorant	alabau	3
gabrielscherer	odilebenassy2	4
thomasletendre	sylvaincrovisier1	4
patrickmassot	laurentromary	5
laurablasutto	suzannemallet	3
claudeniatel	lucadefeo	4
stephanemagnier	pierre1	3
victorkalt1	odilebenassy2	3
jeansebastienkrollrabotin	pascaltobaly	3
guycobolet1	maicf	4
vincentdanjean	francisandre	5
sylvainpogodalla	adrienkrahenbuhl	3
marieevegeiger	bernardteissier	3
fredericchapoton	vivienripoll	5
jeanchristophepeyssard	heraultfrederic	3
doctorant	cecileadamolle	4
remiwatrigant	louisgesbert	5
nieddu	ericdaspet	3
agnesletouzey	virgileandreani	4
samsond	jeanchristophebach	4
alainmarois	martinecoppet	4
florianmoreau	hugol	3
annebergez	juliengrenet1	4
pierrickgaudry	eliemichel	3
gesbert	arnaudferraris	5
simona	laurentromary	3
clementtisserant	epristassociationdesresponsablesistdesorganismesderecherchefrancais	4
juko	laurevieu	3
patrickmassot	josettelapeyre	3
pierrefleury1	chauvinbrigitte	3
julienbect	souzani	4
gesbert	francisandre	4
francoisrevol	raclet	4
barrierejeanpaul	emilegersch	8
mathieusaby	danielbourrion	5
yadlajoie	francoisxaviermas	3
bernadettebergeret	catusciapalamidessi	4
christineollendorff	davidbenoist	11
emiliebrunet	clairesaulou	6
annebergez	aeris	3
lionelrieg	adrienchopin	4
aymerich	salvetatfrancoise	3
emiliebrunet	fortyannick	3
actessud	benoitrkloeckner	4
louisjachiet	cypriengay	3
marielaurebretin	juliengilet1	3
mathieublanchard	eliemichel	3
balmon	epristassociationdesresponsablesistdesorganismesderecherchefrancais	4
antoineamarilli	nathalieduchange	5
odilecontat	valleemaxime	4
silvanodalzilio	aymerich	5
suzannemallet	nicolasdandrimont	4
caroleb	inptoulouseinstitutnationalpolytechniquedetoulouse	5
maisonobeluc	yannbonnet	4
vincentdanjean	javellejeanpierre	5
benjaminbourdon	oliviercleynen	3
pierrefleury1	juliejanody	3
mathieuperona	samsond	3
mathildedacos	miklarzclement	3
marielaurebretin	guillaumequeruel	3
thomasletendre	jeannevarasco	4
adelineregeuniversitedestrasbourg	nicolaslemoine	3
gesbert	jeremiebettinelli	6
pierreboulet1	nicolasbraudsantoni	5
sorouletpillon	ouriachioussama	3
clementtisserant	carolinelandry	3
sr	sylvainschmitz	3
barbarameazzi	romainboistel	3
julienbect	leoducas	3
williamtriggs	clairelemercier	6
mauran	glize	3
severinlemaignan	arnalcedric	4
victorlefevre	emmanuelthome	3
maisonobeluc	meheut	3
jeanfrancois	claudeniederlender	3
laurentlhuillier	juko	3
jeanchristophepeyssard	salvetatfrancoise	3
marcjeanmougin	pierreboulet1	6
adrienkrahenbuhl	christineleininger	3
maisonobeluc	griddock	4
lacourclaire	dsa	3
celialentretien	catherinelandry	3
laurentlyaudet	aeris	3
julienbect	oliviercleynen	4
stephanepouyllau	valeriehurtevent1	4
ol	sbauin	5
arnaudferraris	marcmezzarobba	4
balmon	nicolasbraudsantoni	4
stephanepouyllau	fredericchapoton	4
marcchardin	fabienlabarthe	3
romainboistel	nicolasrs	4
2	darquy1	3
cavalier	epristassociationdesresponsablesistdesorganismesderecherchefrancais	3
thierychanier	allia	4
guillaumecabanac	javellejeanpierre	3
pascalweil	fredericchapoton	4
pierrenaegelen	benjaminguichard	5
delphinedebarre	barbarameazzi	3
cavetdominique	pierrickgaudry	3
nicolaslemoine	francoisducrocq	5
souzani	cecileadamolle	3
lucadefeo	hankahensens	3
jeanchristophepeyssard	valeryxavierlentz	5
jeremiebettinelli	juliengilet1	3
sevankazandjian	heraultfrederic	3
alainmarois	pierrickgaudry	3
abharmach	pablorauzy	3
valeriehurtevent1	darquy1	5
hugogimbert	jeremiebettinelli	3
laurent	roux3	6
mariehelenedacos	juliedacos	5
aurelienberra	valentinplichon	3
gregallaire	charlenecriton	3
hurtersavie	sbauin	5
josettelapeyre	valeryxavierlentz	3
thomaslamarche	juliejanody	4
pierrenaegelen	hankahensens	4
ludivineabd	coret	4
fredericdanielluclehobey	chevallierchantepie	5
elodieponcet	briot	3
maisonobeluc	laurentromary	7
durandaline	juliejanody	3
louisjachiet	vincentreverdy	7
revuedhistoiremoderneetcontemporaine	patrickfenouil	4
silvanodalzilio	francoisducrocq	4
brunoringeval	nicolasbraudsantoni	3
pierre1	romainbazile	3
francoisrevol	laurentromary	3
stephanepouyllau	sbauin	8
pierrefleury1	adrienchopin	3
marcchardin	guillaumeaupy	3
durandaline	christophepavlides	4
frederiqueflamerie	epristassociationdesresponsablesistdesorganismesderecherchefrancais	7
thierychanier	antoineamarilli	3
francoisetruffert	agnesletouzey	4
baratault	mathieusaby	3
noelthiboud	francoisducrocq	6
lucadefeo	javellejeanpierre	4
nolwennmaudet	sebastienbenzekry	3
hankahensens	clairesaulou	6
justineancelin	jonathancrequer	4
maxb	eliemichel	6
maxb	fabienlabarthe	4
maxenceguesdon	briot	4
caroleb	julianbh	6
odilecontat	darquy1	5
claudeniatel	bernardteissier	5
vorosandre	allia	3
isabellekrzywkowski	guillaumerobert	3
alainberetzpresidentdeluniversitedestrasbourg	maicf	5
philippehoudry	cecileadamolle	3
teodorknapik	ol	5
briot	epristassociationdesresponsablesistdesorganismesderecherchefrancais	3
martinecourbincoulaud	pascalearaujo	3
sandrinemalotaux	bernieseek	3
thomaslamarche	amicfrouvelle	3
meheut	miklarzclement	4
amicfrouvelle	fredericclavert	4
juliendupredebaubigny	mathildedacos	5
guillaumecabanac	marlenedelhaye	3
adelineregeuniversitedestrasbourg	griddock	4
marieannepaveau	amicfrouvelle	4
patricebellot1	nolwennmaudet	4
frederichelein	duflotjeanluc	4
florencebouillon	odilebenassy2	3
carolinelandry	josettelapeyre	3
francoislermigeaux	deputeeisabelleattard	3
baratault	hugogimbert	4
celinesmith	juliejanody	5
roux3	valentinplichon	3
hcyinguyenvan	philippedeso	3
celinefouga	aymerich	5
florencebouillon	durandaline	3
thierychanier	fredericclavert	5
antoineamarilli	lafaitjacques	3
sorouletpillon	monnet	3
bernadettebergeret	jeanchristophepeyssard	6
lacourclaire	frederichelein	3
horatiucirstea	vincentreverdy	4
philippedeso	doctorant	3
mathildedacos	pablorauzy	3
sr	carolinelandry	3
olivierpantale	inptoulouseinstitutnationalpolytechniquedetoulouse	4
marieferrazzini	ludivineabd	5
merlet	jaimelire	3
thomasletendre	mihaelasighireanu	4
thomasletendre	cenacpeggy	4
alainmarois	pierrickkoch	5
isabellegouat	brunodurand	3
pierrickgaudry	pascalweil	3
odilecontat	nathalieduchange	5
nicolaslemoine	vivienripoll	3
ludivineabd	patricebellot1	8
louisgesbert	cedricolivierturrin	5
elodieponcet	jozefinasadowska	3
francoisrevol	agnesletouzey	3
franckinfodocbib1	jeanpierregesbert	6
sonneville	julianbh	3
caroleb	anicetrohee	5
hcyinguyenvan	cenacpeggy	3
benjaminprevost	giselemaxit	6
sr	damienrobert	5
balmon	sgl	3
chauvinbrigitte	nolwennmaudet	4
stephanepouyllau	danielpouyllau	6
jeanchristophebach	louisgesbert	4
dominiqueroux	beorchia	4
mathieublanchard	jeansebastienkrollrabotin	3
celinesmith	patricetorguet	3
olivierzendra2	emmanuelthome	4
allia	davidbaelde	4
teodorknapik	benoitrkloeckner	4
albertcohen	jeanfrancois	3
leboecla	hugol	4
arramyleroux	gesbert	4
arramyleroux	darquy1	3
barbarameazzi	odilecontat	3
fredericmandon	cecileclavaud	4
davidmonniaux	maicf	3
louisgesbert	nicolasdandrimont	6
maxb	arnaudferraris	5
maxenceguesdon	philippeschnoebelen	3
ernoult	alabau	3
alexandrenolin	sorouletpillon	3
cecileclavaud	emmanuellecorne	5
benjaminbourdon	salvetatfrancoise	3
jacquesmillet	pierremounier	3
gabrielllang	cecilearmana	3
lionelrieg	fredericclavert	3
emmanuellecorne	heraultfrederic	4
briot	etiennepariat	6
suzannemallet	eliemichel	4
valeriehurtevent1	jeremiebettinelli	6
jeremiedetrey	aicardistephane	3
xavierleroy	schwartzlionel	5
francistrautmann	jeremiebettinelli	4
javellejeanpierre	jeanchristophepeyssard	4
barrierejeanpaul	editionsdalloz	7
mathieublanchard	ouriachioussama	4
emmanuellecorne	mathildedacos	7
sonneville	apincetre	4
legendre	frederiqueflamerie	4
raclet	romainboistel	5
mag	virgileprevosto	3
celinesmith	christineleininger	3
marielaurebretin	aeris	3
juko	agnesletouzey	3
christinekosmopoulos	mauleskinemouraby	3
vorosandre	pierre1	4
marindacos	darquy1	6
thierryfournier	frederiqueflamerie	6
bossuet	hugol	3
vincentreverdy	odilebenassy2	9
gregallaire	remiwatrigant	3
patricetorguet	severinlemaignan	3
franckinfodocbib1	charlenecriton	3
claudeloverdo	sarraderafaele	3
mathieublanchard	sgl	4
jeanpierrepetard	federationnationaledelapressedinformationspecialisee	6
adelineregeuniversitedestrasbourg	cedrictemple	4
jeanlucdeochandiano	mathildedacos	3
aymericpoulainmaubant	christineollendorff	3
francoisrevol	xavierleroy	3
silvanodalzilio	danielbourrion	4
benjaminbourdon	claudeniatel	3
henrigaly	anthonymasure	4
pierre1	clairesaulou	3
nicolaslemoine	virgileandreani	5
christophebrocquet	valerielarroque	3
celinevautrin	celinesmith	4
sandrinemalotaux	inptoulouseinstitutnationalpolytechniquedetoulouse	11
benjaminbourdon	clairelemercier	3
nieddu	suzannemallet	3
claudeloverdo	williamtriggs	4
aurelienberra	philippeschnoebelen	3
julianbh	jeannevarasco	3
mag	marieevegeiger	3
sr	veroniquecohoner	3
aubry1	duflotjeanluc	3
thomasletendre	quentingrimaud	3
remiwatrigant	epristassociationdesresponsablesistdesorganismesderecherchefrancais	3
alainmarois	huguessamyn	4
fredericdanielluclehobey	pierrev	3
catherinelandry	bernardloic	3
xavierleroy	doctorant	3
sarraderafaele	claudeniederlender	3
doctorant	clairelemercier	4
caroleb	balmon	3
henrigaly	nicolasdandrimont	4
dominiquelechaudel	vincentreverdy	4
pierre1	juliengilet1	4
baratault	sylvaincrovisier1	8
merlet	fredericherbreteau	4
odilecontat	benoitrkloeckner	3
gaelbordet	jaimelire	13
gesbert	williamtriggs	7
horatiucirstea	clairelemercier	5
sbauin	francisandre	13
gregallaire	nathalieduchange	5
mathieublanchard	laurentromary	4
florencebouillon	heloisegazeau	3
cavetdominique	laurentbercot1	5
oliviercleynen	gibierfrancois	3
leoducas	maxb	3
thomasletendre	fredericchapoton	4
henrigaly	nathalieduchange	5
francoisetruffert	juliedacos	3
dissemin	jeankempf	3
maxenceguesdon	marieevegeiger	3
minpicault	davidbenoist	3
audeleblond	fredericclavert	4
maisonobeluc	juliedacos	3
claudeniatel	claudeloverdo	3
sbauin	dansperber	3
christofschoch	jeanchristophebach	3
marielaurebretin	agnesraymonddenise	3
chantalviala	marieevegeiger	4
francoisducrocq	christineleininger	3
imr	sorouletpillon	3
mariehelenedacos	yannbonnet	3
2	fredericchapoton	4
claudeniatel	nathalieduchange	5
damienrobert	pierrickgaudry	3
guillaumecabanac	danielpouyllau	4
roux3	juko	5
hadrienvroylandt	vivienripoll	3
geraldineniateldacos	mauleskinemouraby	5
thierychanier	chekib1	3
agnesraymonddenise	vincentreverdy	6
valeryxavierlentz	laurapallez	3
lafaitjacques	juliejanody	5
ericf	chevallierchantepie	3
jeanlucdeochandiano	pierre1	3
stephanepouyllau	davidbenoist	7
frederichelein	ralphmatthes	3
anthoinebourgeois	olivierlegall1	3
guillaumecabanac	sorouletpillon	9
