userA	userB	score
pocinho	fizcus	3
sandrinemalotaux	fredericmandon	3
gregallaire	chantalbarutau	5
sarraderafaele	chevallierchantepie	3
javellejeanpierre	marindacos	5
francoisrobinet	editionsdalloz	5
horatiucirstea	mihaelasighireanu	5
olivierzendra2	sebastienlebonnois	3
dissemin	buloismichael	3
baratault	brunodurand	5
christinelebas	veroniquecohoner	3
jacquesmillet	coret	3
valeriehurtevent1	valentinplichon	3
pierrev	miklarzclement	4
sophiepochic	cecilearmana	4
alainmarois	geoffreyharaux	5
samuelhornus	olivierlegall1	3
javellejeanpierre	vivienripoll	5
anneclairelepicard	huguessamyn	3
jeremiedetrey	christophebrocquet	3
jeansebastienkrollrabotin	ouriachioussama	3
celinevautrin	lafaitjacques	3
chantalbarutau	lafaitjacques	3
mauran	emilegersch	3
adrienfabre	valeriehurtevent1	3
alexanderdoria	vincentreverdy	7
agnesraymonddenise	etiennepariat	4
yadlajoie	alexiskauffmann	3
juliengrenet1	cedrictemple	3
thierychanier	marielaurebretin	4
horatiucirstea	christofschoch	3
cecileclavaud	inptoulouseinstitutnationalpolytechniquedetoulouse	4
caroleb	olivierpantale	5
roux3	francoisducrocq	8
christinelebas	virgileandreani	3
merlet	adrienchopin	3
geraldineniateldacos	stephaniedordcrousle	3
leclercarmelle	huguessamyn	4
marcjeanmougin	olivierpantale	5
bernadettebergeret	juliengrenet1	5
benoitpier1	paulgirard	4
philippeschnoebelen	moniqueteillaud	4
francoisetruffert	sebastienbenzekry	4
fabienlabarthe	pablorauzy	3
pierrenaegelen	patricebellot1	3
jeanfrancois	christinekosmopoulos	4
nicolasbarts	victorkalt1	3
bernadettebergeret	laurentlopez	4
vincentdanjean	alexiskauffmann	3
durandaline	patricebellot1	3
cenacpeggy	quentingrimaud	3
francoisetruffert	veroniquecohoner	3
beorchia	giselemaxit	4
laurablasutto	adrienchopin	3
jeanmallet	ernoult	3
sonneville	martinecourbincoulaud	3
bernadettebergeret	damienrobert	5
guillaumecabanac	clairesaulou	4
pierrickgaudry	benoitpier1	5
louisjachiet	balmon	4
jacquesmillet	baratault	4
julienbect	violainev	4
gabrielscherer	francisandre	3
juliegautierphaneuf	merlet	3
benjaminbourdon	juliengrenet1	3
gregallaire	mariehelenedacos	3
francoisetruffert	martinecourbincoulaud	6
odilecontat	gregorycolcanap	4
prescillialagarrigue	laurentromary	4
philippegambette	sbauin	6
beorchia	jeremiebettinelli	3
pierreboulet1	odilebenassy2	3
stephanepouyllau	yannbonnet	3
cavetdominique	lucazeau	3
claudeniatel	alaincimino	4
emmanuellecorne	benoitrkloeckner	3
marieferrazzini	aymerich	3
fredericmandon	francoisducrocq	5
marcchardin	odilecontat	4
leboecla	favreguillaume	5
clementtisserant	fouillet	3
consortiumcouperin	mathieusaby	4
chekib1	fredericchapoton	3
francoislermigeaux	agnesraymonddenise	3
sbauin	davidbaelde	3
stephaniedordcrousle	annecanteaut	4
jacquesmillet	merlet	3
clementtisserant	mihaelasighireanu	5
marieevegeiger	valentinplichon	4
hcyinguyenvan	christinekosmopoulos	4
matthieumoy	stephaniedordcrousle	3
aurelienberra	pocinho	3
francoisrevol	favreguillaume	6
ludivineabd	anneclairelepicard	4
raclet	sorouletpillon	3
sr	sylvainpogodalla	3
roux3	chantalbarutau	3
chauvinbrigitte	mihaelasighireanu	5
jeanfrancoislutz	giselemaxit	9
2	christinekosmopoulos	5
mathieusaby	virgileandreani	5
2	guillainpotron	4
laurent	yannbonnet	3
delphinedebarre	christinekosmopoulos	4
bernadettebergeret	alainberetzpresidentdeluniversitedestrasbourg	6
patricetorguet	christineollendorff	4
catusciapalamidessi	williamtriggs	3
emilegersch	castelainjeanchristophe	7
clementtisserant	ackervalerie	4
pierrenaegelen	odilecontat	5
marieferrazzini	juliendupredebaubigny	4
violainev	valentinplichon	3
brunoringeval	williamtriggs	3
sandrinemalotaux	juliengilet1	3
raclet	buloismichael	3
antoineamarilli	juliejanody	7
mathildedacos	bernardteissier	3
benjaminguichard	stornecatherine	3
syndicatnationaldeledition	philippebeauvillard	6
mariehelenedacos	guycobolet1	4
jeremiedetrey	violainev	4
charara	courtoischantal	4
caroleb	ackervalerie	4
pierrev	romainboistel	4
maisonobeluc	thierychanier	5
laurent	gregallaire	6
christinekosmopoulos	maicf	4
samuelhornus	pascaltobaly	3
silvanodalzilio	chauvinbrigitte	4
aurelienberra	mathildedacos	7
maisonobeluc	gwendalb	3
olivierzendra2	duhamellechristophe	3
silvanodalzilio	juliejanody	3
yadlajoie	fredericchapoton	3
louisgesbert	anthonymasure	4
sandrinemalotaux	guillainpotron	5
stephaniegroudiev	florencebouillon	5
stephaniedordcrousle	hugol	3
geraldineniateldacos	leclercarmelle	5
balmon	clairesaulou	4
thomasblanchard	ludivineabd	3
pierreboulet1	alexandrenolin	3
stephaniedordcrousle	pascaltobaly	5
inradistodilehologne	anneclairelepicard	3
raclet	christophepavlides	3
claudeniederlender	clairelemercier	4
danielpouyllau	epristassociationdesresponsablesistdesorganismesderecherchefrancais	4
louiseberaudlefranc	francoisducrocq	5
ackervalerie	hugol	3
raclet	nicolasrs	3
arnaudferraris	geraldineniateldacos	3
violainev	mauleskinemouraby	3
cedricolivierturrin	davidbenoist	3
remiwatrigant	francoisparreau	3
hugol	sbauin	9
teodorknapik	emmanueld	4
thierychanier	nathalieduchange	3
louisjachiet	gesbert	7
bernadettebergeret	bibliothequeuniversitairedeslanguesetcivilisations	5
gabrielllang	veroniquecohoner	3
jeanfrancoislutz	sandrinemalotaux	7
jeanmallet	juliedacos	3
sr	jeanfrancois	5
thierryfournier	cedrictemple	3
yannbonnet	emmanuelthome	4
pablorauzy	juliejanody	5
doctorant	danielpouyllau	3
carolinelandry	benoitpier1	4
jeremieroche	francoisrobinet	5
courtoischantal	inptoulouseinstitutnationalpolytechniquedetoulouse	4
aymerich	nicolaspetitdemange	3
martinecourbincoulaud	christophepavlides	3
coret	juliejanody	3
christianlavault1	marieevegeiger	3
chantalbarutau	christophepavlides	3
francoisetruffert	stephaniegroudiev	5
damienrobert	rousseletlouis	5
jeanchristophebach	catherinelandry	4
oliviercleynen	romainboistel	3
mathieublanchard	stephanepouyllau	5
bernieseek	laurentromary	3
francoisparreau	lafaitjacques	3
javellejeanpierre	heraultfrederic	4
alainmarois	sylvaincrovisier1	7
arramyleroux	jeanchristophepeyssard	3
louiseberaudlefranc	sylvaincrovisier1	3
superchaton	vincentreverdy	3
annebergez	pascalearaujo	4
leinardifrancesca	frederiqueflamerie	4
marcchardin	emmanuellecorne	3
jeanmallet	fabienlabarthe	3
emmanuellecorne	hurtersavie	3
damienrobert	xavierdesforges	3
inradistodilehologne	lafaitjacques	4
gregallaire	julianbh	6
oliviercleynen	nicolasbraudsantoni	5
maxb	mathieublanchard	4
danielpouyllau	pablorauzy	3
olivierlegall1	lestage1	4
louisgesbert	annecanteaut	6
louisjachiet	claudeniatel	5
sergenoiraud	allia	5
raclet	nicolasbraudsantoni	4
remiwatrigant	heraultfrederic	3
geraldineniateldacos	anicetrohee	4
benoitpier1	heraultfrederic	4
mathieublanchard	nicolasdandrimont	3
olivierbuffet	bernardteissier	3
emmanuellecorne	yannbonnet	4
stephanemagnier	juliendupredebaubigny	3
ernoult	martinecoppet	3
catherinelandry	heraultfrederic	4
rmathis	etiennepariat	5
julianbh	yadlajoie	5
delphinedebarre	noelthiboud	4
xavierdesforges	nicolasrs	3
inradistodilehologne	odilecontat	5
violainev	schwartzlionel	3
sgl	henrigaly	4
louisjachiet	baratault	6
francoisparreau	bibliothequeuniversitairedeslanguesetcivilisations	3
julienbect	gregallaire	4
bossuet	clairelemercier	3
prescillialagarrigue	jozefinasadowska	4
heraultfrederic	pascaltobaly	3
stephanemagnier	guycobolet1	3
fredericdanielluclehobey	vivienripoll	3
baratault	marcmezzarobba	5
emiliebrunet	sophiepochic	3
huguessamyn	juliejanody	3
inradistodilehologne	mathildedacos	5
louisgesbert	laurentromary	7
pierrickgaudry	juliengilet1	3
antoineamarilli	hurtersavie	3
thomasblanchard	celialentretien	4
emiliebrunet	darquy1	7
hadrienvroylandt	emmanuelhadoux	3
chantalbarutau	hurtersavie	4
pierrickgaudry	consortiumcouperin	3
fouillet	lafaitjacques	3
noelthiboud	clairesaulou	4
marindacos	eliemichel	4
nicolaspetitdemange	deputeeisabelleattard	3
francoislermigeaux	allia	5
leblancannie	xavierleroy	4
delphinedebarre	stephanepouyllau	4
francoislermigeaux	marcchardin	3
emmanuellecorne	sebastienbenzekry	4
alainmarois	jeannevarasco	8
caroleb	juliengrenet1	3
jeankempf	anthonymasure	4
cedricolivierturrin	laurentbercot1	4
pierre1	schwartzlionel	4
emmanuelthome	fabienmalbet	4
celinesmith	jeannevarasco	3
pierreboulet1	catherineperrin	3
pierrickgaudry	mathildedacos	3
catusciapalamidessi	simona	4
duflotjeanluc	francisandre	8
inradistodilehologne	antoineamarilli	4
imr	cedricolivierturrin	3
didierbailhous	jaimelire	38
delphinedebarre	deputeeisabelleattard	3
arnaudferraris	inptoulouseinstitutnationalpolytechniquedetoulouse	3
stephanemagnier	juko	3
celinefouga	clementtisserant	5
noelthiboud	briot	4
delphinedebarre	francoisetruffert	3
benjaminbourdon	elodieponcet	3
francoislermigeaux	catherinelandry	6
isabellegouat	francoisetruffert	5
annebergez	colettecadiou	3
colettecadiou	doctorant	3
jeanfrancoislutz	mariehelenedacos	5
stephanebortzmeyer	benoitpier1	3
mathildedacos	etiennepariat	5
caroleb	rmathis	3
anneclairelepicard	laurevieu	3
inradistodilehologne	carolinelandry	4
merlet	pierrefleury1	3
olivierchapuis	fabienmalbet	3
laurent	pascalelalot	4
gesbert	stephanepouyllau	4
patrickmassot	adrienchopin	3
mathieuperona	olivierlegall1	3
nicolasbraudsantoni	clairelemercier	5
gregallaire	mauleskinemouraby	5
juliengrenet1	josettelapeyre	4
pbernard	manuelclergue	3
stephaniegroudiev	rousseauhans	3
rousseletlouis	clairelemercier	3
damienrobert	emmanuellecorne	7
julienbect	mauleskinemouraby	3
pierrenaegelen	leclercarmelle	3
benjaminguichard	antoineamarilli	3
francoisrevol	clementtisserant	4
lionelrieg	sarraderafaele	3
laurent	antonindelpeuch	4
baratault	balmon	4
delphinedebarre	olivierbuffet	4
jeanlouisbougeret	emmanuellecorne	3
valeriehurtevent1	christineleininger	3
sorouletpillon	amicfrouvelle	3
francoisetruffert	laurentlopez	5
ericf	2	3
pierrev	courtoischantal	3
jeremiedetrey	jeanmarielebechec	3
samuelauthueil	virgileandreani	3
leboecla	paulgirard	3
marcjeanmougin	benoitpier1	7
nicolasbraudsantoni	manuelclergue	3
sr	guillaumerobert	3
christophepavlides	giselemaxit	3
sebastienlebonnois	vincentreverdy	6
hugol	huguessamyn	4
olivierzendra2	hugogimbert	3
benjaminprevost	alexiskauffmann	4
noelthiboud	miklarzclement	5
raclet	ackervalerie	4
durandaline	louisgesbert	4
caillieret	gchartron	3
alainmarois	emmanuelthome	6
cavetdominique	chauvinbrigitte	4
yannbonnet	anthonymasure	4
christineollendorff	quentingrimaud	3
cedricolivierturrin	williamtriggs	3
thomasblanchard	jeanfrancois	3
mariehelenedacos	claudeniatel	7
marcjeanmougin	arnalcedric	5
sr	guillaumecabanac	5
maisonobeluc	souzani	4
virgileprevosto	marielaurebretin	4
nieddu	francisandre	4
juliengrenet1	marielaurebretin	3
vincentleclere	sbauin	3
francistrautmann	cedricolivierturrin	3
gesbert	pierreboulet1	6
maicf	ralphmatthes	3
pierreboulet1	julianbh	3
davidmonniaux	brunoringeval	4
adrienkrahenbuhl	virgileprevosto	3
pascalelalot	lestage1	3
nicolasquenouille	alexanderdoria	3
thomaslamarche	rousseauhans	4
arramyleroux	deputeeisabelleattard	3
baratault	hankahensens	6
odilehennaut	louisgesbert	3
kevinperrot	josettelapeyre	3
guillainpotron	pablorauzy	5
baratault	lestage1	3
julienbect	pascalearaujo	3
jeanpierregesbert	marlenedelhaye	3
albertcohen	pierre1	4
nieddu	annecanteaut	3
thomasletendre	marieannepaveau	3
sandrinemalotaux	emmanuellecorne	5
cedricolivierturrin	henrigaly	3
ernoult	allia	6
stephaniedordcrousle	mathildedacos	3
duflotjeanluc	deputeeisabelleattard	7
nicolasbraudsantoni	cedrictemple	4
vincentleclere	francoisducrocq	3
victorlefevre	henrigaly	3
leboecla	nieddu	3
louisgesbert	veroniquecohoner	3
magariel	ericdaspet	3
francoisetruffert	patricetorguet	4
christofschoch	geoffreyharaux	3
barbarameazzi	rmathis	4
olivierpantale	cedrictemple	3
benjaminguichard	christineollendorff	7
legendre	mathildedacos	4
guillaumecabanac	benoitrkloeckner	3
leboecla	laurevieu	3
cavetdominique	jeanmarielebechec	3
geraldineniateldacos	inptoulouseinstitutnationalpolytechniquedetoulouse	5
nikolaykovachev	francoisducrocq	5
valeriehurtevent1	sarraderafaele	4
mariefarge1	francisandre	4
damienrobert	christinekosmopoulos	4
pierrickkoch	laurentlyaudet	4
danielpouyllau	catherinelandry	6
nikolaykovachev	stephanemagnier	3
nicolaspetitdemange	alexiskauffmann	4
christophepavlides	epristassociationdesresponsablesistdesorganismesderecherchefrancais	3
allia	audeleblond	3
danielbourrion	marlenedelhaye	4
annickvalibouze	cecilearmana	3
yadlajoie	deputeeisabelleattard	3
barbarameazzi	josettelapeyre	4
roux3	brunodurand	4
cedrictemple	ralphmatthes	3
benjaminbourdon	mathildedacos	3
olivierchapuis	louisgesbert	4
pierreboulet1	darquy1	3
benjaminprevost	nicolasbraudsantoni	7
olivierbuffet	williamtriggs	4
gesbert	courtoischantal	4
olivierbuffet	ernoult	3
aymerich	laurentlopez	5
aymerich	fabienlabarthe	4
roux3	benjaminguichard	4
stephaniegroudiev	stephaniedordcrousle	3
bernadettebergeret	prescillialagarrigue	4
aurelienberra	pascaltobaly	6
sgl	emmanuelthome	4
pierreboulet1	valeriehurtevent1	5
nikolaykovachev	francoisrevol	3
delphinedebarre	aurelienberra	5
alaincimino	etiennepariat	6
jacquesmillet	eliemichel	3
violainev	louisgesbert	3
alainmarois	sebastienbenzekry	4
hcyinguyenvan	christofschoch	3
francoisrevol	marieannepaveau	3
pierrefenouil	jeannevarasco	19
nikolaykovachev	martinecoppet	3
annebergez	veroniquecohoner	5
emiliebrunet	nicolasrs	3
francoisxaviermas	nicolasdandrimont	3
2	sbauin	10
benoitpier1	moniqueteillaud	5
magariel	francoislermigeaux	7
catusciapalamidessi	virgileprevosto	4
brundominique1	inptoulouseinstitutnationalpolytechniquedetoulouse	3
jeanbaptistemouret	louiseberaudlefranc	4
claudeniatel	alexandrenolin	3
thomasletendre	stephanepouyllau	3
gesbert	pierre1	6
lionelrieg	pierrickgaudry	3
jeanbaptistemouret	vivienripoll	5
adrienfabre	marlenedelhaye	3
anneclairelepicard	fabienlabarthe	3
christophepavlides	eliemichel	3
favreau	henrigaly	3
frederichelein	claudeniederlender	3
francistrautmann	hugogimbert	3
dissemin	darquy1	3
manuelclergue	darquy1	4
benoitpier1	deputeeisabelleattard	4
ericdaspet	sylvaincrovisier1	3
laurentlopez	laurentbercot1	6
sr	frederichelein	5
chauvinbrigitte	fredericclavert	4
adrienkrahenbuhl	yadlajoie	4
louisjachiet	danielpouyllau	3
teodorknapik	patricetorguet	3
laurentlyaudet	cypriengay	3
danielbourrion	emmanuelhadoux	6
hankahensens	pablorauzy	4
gregallaire	christophepavlides	4
sr	valentinplichon	3
jeremiebettinelli	deputeeisabelleattard	4
frederichelein	adrienchopin	4
jeremienuel	hankahensens	3
matthieumoy	emmanuellecorne	3
aurelienberra	vivienripoll	7
gregallaire	patricetorguet	5
alainmarois	gittonvincent	3
pierre1	fabienlabarthe	3
mihaelasighireanu	huguessamyn	3
barbarameazzi	pierre1	3
maisonobeluc	dissemin	4
lafaitjacques	davidbenoist	6
aymerich	valeryxavierlentz	3
vincentreverdy	nicolasdandrimont	7
hcyinguyenvan	victorlefevre	3
inradistodilehologne	marieannepaveau	4
jeankempf	celialentretien	3
philippedeso	hubertguillaud	5
bernieseek	vincentreverdy	6
elodieponcet	salvetatfrancoise	3
anthoinebourgeois	courtoischantal	3
thierryfournier	nicolasbarts	4
aymerich	fredericclavert	5
isabellegouat	souzani	4
philippedeso	frederiqueflamerie	4
federationnationaledelapressedinformationspecialisee	patrickfenouil	28
yadlajoie	laurentbercot1	4
griddock	marieevegeiger	5
fredericdanielluclehobey	fouillet	3
marcjeanmougin	frederichelein	7
consortiumcouperin	clairelemercier	3
raclet	fabienlabarthe	3
frederiquelangue	inradistodilehologne	5
maisonobeluc	brunodurand	5
henrigaly	agnesletouzey	3
pierre1	pascaltobaly	4
jeanmallet	laurablasutto	3
laurent	javellejeanpierre	3
emilegersch	christinedemazieres	39
audreysteinberger	fabienmalbet	3
jeanfrancoislutz	fredericmandon	6
sylvaincrovisier1	clairelemercier	6
pierrebauvin	davidbenoist	3
sr	antonindelpeuch	3
prescillialagarrigue	christineollendorff	3
dominiqueroux	jeanlucdeochandiano	3
violainev	jeanfrancois	3
monnet	sylvaincrovisier1	3
fredericchapoton	cenacpeggy	3
xavierleroy	christinekosmopoulos	4
heraultfrederic	cecileadamolle	3
sandrinemalotaux	laurentlyaudet	3
bernieseek	guillainpotron	5
francoislermigeaux	geoffreyharaux	3
odilecontat	philippeschnoebelen	3
jeanchristophebach	pablorauzy	3
lionelrieg	jeanchristophepeyssard	3
guillaumecabanac	horatiucirstea	3
gabrielscherer	noelthiboud	3
maxb	marieevegeiger	4
laurentlyaudet	fabienlabarthe	3
cavetdominique	patricetorguet	3
isabellegouat	darquy1	5
ackervalerie	juliengrenet1	3
baratault	victorkalt1	3
annebergez	carolinelandry	3
alainberetzpresidentdeluniversitedestrasbourg	pierremounier	4
gesbert	bibliothequeuniversitairedeslanguesetcivilisations	3
inradistodilehologne	eliemichel	3
jeanmallet	christophepavlides	3
javellejeanpierre	epristassociationdesresponsablesistdesorganismesderecherchefrancais	4
baratault	laurevieu	3
benjaminbourdon	christofschoch	3
mathieuperona	sarraderafaele	3
odilecontat	antoineamarilli	5
olivierpantale	davidbenoist	3
louisjachiet	alainberetzpresidentdeluniversitedestrasbourg	4
prescillialagarrigue	jeanfrancoislutz	3
raclet	benjaminbourdon	4
benjaminbourdon	pablorauzy	3
stephaniedordcrousle	mihaelasighireanu	4
adrienkrahenbuhl	2	4
jeremiedetrey	gregoire	3
celinesmith	williamtriggs	3
adelineregeuniversitedestrasbourg	beorchia	3
gesbert	nicolaslemoine	4
valeryxavierlentz	juliejanody	4
delphinedebarre	fredericclavert	4
davidmonniaux	vincentreverdy	18
louisjachiet	thomaslamarche	3
audeleblond	paulgirard	3
isabellegouat	nicolasdumoulin	3
thomasletendre	severinlemaignan	4
caroleb	epristassociationdesresponsablesistdesorganismesderecherchefrancais	3
juliengrenet1	2	4
jeanbaptistemouret	sgl	5
marieferrazzini	celinevautrin	4
damienrobert	laurentlopez	6
francoisrobinet	castelainjeanchristophe	3
stephaniegroudiev	vincentreverdy	6
fredericmandon	pablorauzy	3
ackervalerie	louisgesbert	4
ernoult	danielbourrion	4
guillaumecabanac	nicolasdumoulin	3
francoisparreau	vivienripoll	3
magariel	geoffreyharaux	3
jacquesmillet	philippegambette	3
gibierfrancois	sbauin	6
arnaudferraris	allia	5
nikolaykovachev	davidbenoist	6
julianbh	davidbenoist	5
adrienfabre	catherinelandry	3
sgl	valeriehurtevent1	5
guillainpotron	chevallierchantepie	6
francoisducrocq	manuelclergue	3
balmon	francistrautmann	4
louisgesbert	paulgirard	4
olivierzendra2	laurentlyaudet	3
isabellegouat	hugol	3
lucazeau	davidbenoist	4
florencebouillon	clairelemercier	6
vincentdanjean	maxenceguesdon	3
julienbect	philippeschnoebelen	4
nieddu	vincentreverdy	5
alainmarois	marieferrazzini	4
jeanlucdeochandiano	sarraderafaele	4
pierre1	odilebenassy2	4
hcyinguyenvan	noelthiboud	4
gabrielscherer	paulgirard	3
jeanchristophepeyssard	yannbonnet	3
marcjeanmougin	marlenedelhaye	4
martinecoppet	odilecontat	3
francoislermigeaux	victorkalt1	4
stephaniegroudiev	cecileadamolle	5
stephanepouyllau	anneclairelepicard	4
cavetdominique	merlet	4
stephaniegroudiev	mihaelasighireanu	4
remiwatrigant	albertcohen	4
vincentdanjean	odilehennaut	3
hugogimbert	fredericchapoton	3
julienbect	benjaminguichard	4
guillaumecabanac	alabau	3
aurelienberra	juko	5
jeremiedetrey	annebergez	4
ludivineabd	inradistodilehologne	5
alexandrenolin	2	4
franckinfodocbib1	christophepavlides	5
christophebrocquet	pierrickgaudry	3
baratault	christinelebas	3
caroleb	pierrenaegelen	3
schwartzlionel	noelthiboud	4
2	martinecoppet	3
christinekosmopoulos	deputeeisabelleattard	3
philippedeso	horatiucirstea	3
horatiucirstea	davidbenoist	5
durandaline	bernieseek	4
olivierchapuis	davidmonniaux	4
rousseletlouis	fabienlabarthe	3
pierrickkoch	arnaudferraris	3
danielbourrion	lestage1	3
lucadefeo	eliemichel	3
raclet	nieddu	3
geraldineniateldacos	adrienchopin	4
durandaline	antoineamarilli	5
frederiquelangue	claudeloverdo	3
pierrefenouil	pascalfouche	4
benjaminbourdon	chekib1	3
valeriehurtevent1	arnalcedric	6
jeankempf	laurentbercot1	3
souzani	becache	4
roux3	vivienripoll	7
odilecontat	josettelapeyre	3
pierremounier	giselemaxit	4
clairesaulou	pablorauzy	3
jeremiedetrey	bossuet	3
roux3	anthonymasure	4
jeannevarasco	stornecatherine	3
prescillialagarrigue	hankahensens	3
francoisducrocq	cecileadamolle	5
imr	bibliothequeuniversitairedeslanguesetcivilisations	3
christinedemazieres	gchartron	6
sbauin	romainbazile	5
vorosandre	frederichelein	5
pierre1	francoisducrocq	5
delphinedebarre	josettelapeyre	5
chekib1	marieevegeiger	5
fredericchapoton	clairelemercier	5
sylvaincrovisier1	eliemichel	5
annebergez	sylvainschmitz	3
nicolasbraudsantoni	emmanuelhadoux	3
clementtisserant	danielbourrion	6
ouriachioussama	nicolasdandrimont	4
alexandrenolin	marieannepaveau	3
sylvainpogodalla	marielaurebretin	3
sr	yadlajoie	4
rmathis	laurentbercot1	4
mag	marcjeanmougin	3
xavierleroy	pierrickgaudry	3
alabau	jeremiebettinelli	3
virgileandreani	pascaltobaly	4
jeanlucdeochandiano	cypriengay	3
romainboistel	chekib1	6
nicolasquenouille	emmanuelhadoux	3
inradistodilehologne	jeremienuel	3
pierrefenouil	didierbailhous	31
nikolaykovachev	clairesaulou	4
pierrenaegelen	anthonymasure	3
aurelienberra	samsond	6
nicolasbraudsantoni	hurtersavie	3
hurtersavie	charlenecriton	3
roux3	sorouletpillon	5
ludivineabd	stornecatherine	3
claudeniatel	fredericchapoton	5
elodieponcet	benoitrkloeckner	3
marcjeanmougin	christineollendorff	8
florencebouillon	guillainpotron	4
fortyannick	geoffreyharaux	3
olivierchapuis	ratsimandravasuzanne	3
stephaniedordcrousle	samuelhornus	3
marieannepaveau	giselemaxit	3
jeremiedetrey	henrigaly	4
doctorant	fredericclavert	4
sorouletpillon	anthoinebourgeois	3
aymerich	vivienripoll	6
mag	louisgesbert	3
romainboistel	pascaltobaly	5
bernadettebergeret	raclet	3
oliviercleynen	griddock	3
sr	juliengrenet1	5
christineleininger	vincentbattesti	3
mathieusaby	henrigaly	5
alainberetzpresidentdeluniversitedestrasbourg	henrigaly	4
javellejeanpierre	elodieponcet	3
alexandrenolin	fredericherbreteau	4
julianbh	huguessamyn	3
horatiucirstea	lucadefeo	4
delphinedebarre	ouriachioussama	4
pierreboulet1	dissemin	3
antoninchambolle	patricebellot1	3
valerielarroque	eliemichel	4
yvesdelavilleguerin	gregoire	5
caroleb	roux3	4
leclercarmelle	deputeeisabelleattard	3
pierrefleury1	etiennepariat	4
maxb	sbauin	6
sorouletpillon	dissemin	4
charlenecriton	arnalcedric	3
samsond	fredericherbreteau	3
jeanmallet	williamtriggs	3
ludivineabd	arnalcedric	4
sonneville	clementtisserant	4
annickvalibouze	pierrickgaudry	4
antoineamarilli	alexiskauffmann	4
chantalviala	mathildedacos	3
benjaminprevost	brunodurand	4
philippehoudry	etiennepariat	4
arnaudferraris	louisgesbert	5
matthieumoy	victorlefevre	3
louisgesbert	geoffreyharaux	4
christineleininger	moniqueteillaud	4
odilecontat	severinlemaignan	3
antoineamarilli	jeremiebettinelli	6
gesbert	fredericchapoton	5
emiliebrunet	huguesvanbesien	5
fredericmandon	sebastienbenzekry	3
sr	odilehennaut	3
gesbert	nicolasdumoulin	5
doctorant	juliejanody	4
bibliothequeuniversitairedeslanguesetcivilisations	frederiqueflamerie	5
christophebrocquet	fabienlabarthe	3
mariehelenedacos	bernardteissier	4
xavierleroy	olivierjacquot	5
annebergez	emiliebrunet	6
fredericmandon	nieddu	3
davidmonniaux	virgileprevosto	3
stornecatherine	romainboistel	4
francistrautmann	mathieusaby	3
sr	louisgesbert	6
eliemichel	guillaumequeruel	3
nehemiestrupler	anthonymasure	3
ackervalerie	davidmonniaux	4
cecileclavaud	aicardistephane	3
adelineregeuniversitedestrasbourg	emmanuelthome	3
raclet	rmathis	3
clementtisserant	anicetrohee	3
thomasblanchard	philippehoudry	3
arnaudferraris	olivierzendra2	3
davidmonniaux	sbauin	13
williamtriggs	fizcus	4
sr	christofschoch	5
mauran	benoitpier1	5
frederiquelangue	jeanlucdeochandiano	4
pierrickkoch	vivienripoll	5
gesbert	imr	4
schwartzlionel	sylvaincrovisier1	4
nieddu	benoitpier1	4
vincentdanjean	sebastienbenzekry	4
thomaslamarche	hubertguillaud	4
julienbect	francoisducrocq	5
anneclairelepicard	pascalweil	3
jeanchristophebach	miklarzclement	3
juliendupredebaubigny	francistrautmann	4
francoisrobinet	editionsgallimard	7
gibierfrancois	veroniquecohoner	3
franckinfodocbib1	louisgesbert	6
laurapallez	catherinelandry	3
marieevegeiger	darquy1	5
louisjachiet	clairesaulou	4
sorouletpillon	emmanueld	3
vincentdanjean	cenacpeggy	3
laurent	francoisetruffert	6
olivierchapuis	brunoringeval	4
olivierpantale	mathieusaby	4
mathieublanchard	christianlavault1	3
francoisetruffert	jeremienuel	3
delphinedebarre	christofschoch	3
charara	valeriehurtevent1	4
adelineregeuniversitedestrasbourg	rmathis	4
leblancannie	jeankempf	3
jeanlucdeochandiano	celialentretien	3
sr	catusciapalamidessi	3
jeanchristophepeyssard	laurentbercot1	7
maisonobeluc	briot	5
martinecourbincoulaud	laurentlopez	4
celinefouga	pierre1	3
gregallaire	valeriehurtevent1	7
2	fredericclavert	5
vincentleclere	guillainpotron	3
fredericdanielluclehobey	guillainpotron	3
oliviermorin1	ol	3
mariehelenedacos	olivierlegall1	3
franckinfodocbib1	philippegambette	3
damienrobert	mauleskinemouraby	5
laurent	amicfrouvelle	4
maisonobeluc	pablorauzy	6
laurentlyaudet	virgileandreani	4
thomasblanchard	arramyleroux	3
claudeniatel	cenacpeggy	5
gregoire	souzani	3
adrienchopin	catherinelandry	5
jeanbaptistemouret	thomasblanchard	3
gibierfrancois	mathieusaby	3
emiliebrunet	benjaminguichard	4
apincetre	roux3	3
rousseletlouis	cecileadamolle	4
celinefouga	brunodurand	4
suzannemallet	vincentreverdy	5
annickvalibouze	emmanuelthome	4
cavetdominique	olivierjacquot	5
pierrev	samsond	4
sbauin	coret	5
sebastienlebonnois	marindacos	3
noelthiboud	leinardifrancesca	3
aymerich	guillainpotron	5
oliviercleynen	henrigaly	4
annickvalibouze	damienrobert	3
guillaumecabanac	roux3	5
clementtisserant	veroniquecohoner	3
valeryxavierlentz	quentingrimaud	3
olivierpantale	valeriehurtevent1	4
caroleb	clairesaulou	4
marielaurebretin	davidbenoist	7
cecileclavaud	fredericchapoton	3
colettecadiou	davidbenoist	3
sandrinemalotaux	ralphmatthes	5
jeanmarielebechec	elianedaphy	3
