userA	userB	score
arramyleroux	jeremiebettinelli	3
laurevieu	francoisrevol	1
sonneville	brunoringeval	2
guillaumeaupy	frederiqueflamerie	2
monnet	lionelrieg	1
philippehoudry	florencebouillon	2
florianmoreau	ludivineabd	1
jeanfrancois	danielbourrion	4
maximeaudinot	emmanuelthome	2
virgileprevosto	jaimelire	1
arnaudlerouzic	brunoringeval	2
vincentdanjean	fabienlabarthe	4
pierrev	dansperber	1
ernoult	rmathis	3
annickvalibouze	maicf	4
davidbaelde	nicolaslemoine	1
jeanlucdeochandiano	fredericherbreteau	3
laurevieu	claudeniatel	3
christophebrocquet	manuelclergue	1
laurapallez	maxb	1
pierrickgaudry	christianlavault1	3
nicolasrs	inptoulouseinstitutnationalpolytechniquedetoulouse	5
martinecourbincoulaud	matthieumoy	2
consortiumcouperin	charlenecriton	3
hadrienvroylandt	oliviercleynen	1
mariefarge1	marieferrazzini	1
jeanfrancoislutz	nikolaykovachev	6
coret	pierreboulet1	2
anneclairelepicard	giselemaxit	3
editionsgallimard	manueladournes	5
sylvaincrovisier1	valentinlorentz	1
adrienfabre	clairesaulou	2
sr	quentingrimaud	2
juliedacos	jeanmarielebechec	3
doctorant	lucadefeo	3
cedrictemple	christineleininger	1
glize	anneclairelepicard	1
leclercarmelle	francoisbriat	1
francisandre	charara	3
alainmarois	balmon	4
laurentlyaudet	fouillet	2
gittonvincent	emmanueld	1
severinlemaignan	hankahensens	5
kevinperrot	florencebouillon	2
benoitpier1	catherinelandry	6
mauran	raveau	1
leboecla	olivierlegall1	5
aymericpoulainmaubant	davidmonniaux	2
bernardteissier	jaimelire	1
odilebenassy2	remiwatrigant	2
fredericclavert	marielaurebretin	4
hugogimbert	guillaumecabanac	2
hadrienvroylandt	louisjachiet	2
miklarzclement	matthieumoy	2
saeditionsdupuis	jeanmallet	2
pascalearaujo	mathieublanchard	3
hadrienvroylandt	celinefouga	2
gregoire	allia	2
thomasletendre	mauran	2
sr	ralphmatthes	4
yannbonnet	griddock	3
francoislermigeaux	geraldineniateldacos	6
jeanlucdeochandiano	philippeschnoebelen	2
baratault	christianlavault1	3
mag	giselemaxit	3
bernadettebergeret	cecileclavaud	4
merlet	francoisxaviermas	1
brunoringeval	caroleb	2
gregoire	marindacos	4
arramyleroux	epristassociationdesresponsablesistdesorganismesderecherchefrancais	4
olivierchapuis	benjaminprevost	3
pierrebauvin	violainev	1
etiennepariat	juliedacos	4
bossuet	francoisgeze	1
severinlemaignan	mauleskinemouraby	3
bibliothequeuniversitairedeslanguesetcivilisations	thomasblanchard	3
laurablasutto	silvanodalzilio	1
cecileclavaud	samuelhornus	3
sebastienlebonnois	leclercarmelle	1
lestage1	superchaton	1
leoducas	barbarameazzi	2
brunobeaufils	laurentlopez	1
arnaudlerouzic	briot	3
abharmach	louisjachiet	2
laurentbercot1	maxenceguesdon	2
laurentlyaudet	hurtersavie	3
valentinlorentz	hankahensens	2
adrienkrahenbuhl	clementtisserant	1
olivierpantale	leoducas	2
isabelleramade	benjaminguichard	1
christinedemazieres	albrechtzimmermann	1
dominiqueroux	antoninchambolle	2
rousseletlouis	caroleb	3
vincentleclere	matthieumoy	1
sgl	geoffreyharaux	2
catherinelandry	alexandrenolin	3
francisandre	actessud	1
adelineregeuniversitedestrasbourg	sylvainschmitz	1
xavierleroy	fontaine	1
lucadefeo	remiwatrigant	4
emmanuellecorne	pn	1
sonneville	silvanodalzilio	3
sonneville	philippehoudry	1
alainberetzpresidentdeluniversitedestrasbourg	catusciapalamidessi	3
lestage1	jeanchristophepeyssard	3
juliendupredebaubigny	valleemaxime	1
jeanmarcbocabeille	nikolaykovachev	1
nieddu	damienrobert	4
christineollendorff	remiwatrigant	2
heraultfrederic	christinedemazieres	1
chevallierchantepie	valleemaxime	1
sylvainschmitz	jeanchristophepeyssard	1
adrienkrahenbuhl	editionsdalloz	1
severinlemaignan	bibliothequeuniversitairedeslanguesetcivilisations	1
frederiquelangue	manuelclergue	2
christineleininger	maxb	3
philippeschnoebelen	frederichelein	3
cenacpeggy	juliengrenet1	1
guillaumeaupy	aubry1	2
allia	juliejanody	9
baratault	maximeaudinot	2
arramyleroux	huguesvanbesien	2
fabienlabarthe	nicolasbraudsantoni	4
philippeschnoebelen	beorchia	2
epristassociationdesresponsablesistdesorganismesderecherchefrancais	sebastienbenzekry	3
virgileprevosto	vivienripoll	3
consortiumcouperin	barbarameazzi	1
danielpouyllau	jeanfrancois	3
dissemin	dansperber	1
francistrautmann	marieevegeiger	3
baratault	chevallierchantepie	5
sarraderafaele	jeremieroche	1
marieannepaveau	pierremounier	2
christofschoch	mag	3
pierrebauvin	brunodurand	1
nicolasdumoulin	maxenceguesdon	2
jeremienuel	sophiepochic	1
jeremiebettinelli	guillainpotron	5
pierrenaegelen	agnesletouzey	2
nicolasdumoulin	claudeloverdo	2
chauvinbrigitte	oliviermorin1	2
mathieuperona	nicolaspetitdemange	2
silvanodalzilio	agnesraymonddenise	1
hcyinguyenvan	nicolasbarts	1
pierrickkoch	sylvainribault	1
ouriachioussama	fredericherbreteau	4
cypriengay	patricebellot1	4
francoisgeze	baratault	1
annepoupon	valentinlorentz	1
clairesaulou	laurablasutto	2
arramyleroux	danielbourrion	3
louisgesbert	xavierdesforges	1
maisonobeluc	marieannepaveau	4
adelineregeuniversitedestrasbourg	silvanodalzilio	3
chantalbarutau	celinesmith	4
patricebellot1	apincetre	2
christineollendorff	rmathis	2
javellejeanpierre	samuelauthueil	2
olivierzendra2	francoisetruffert	3
odilehennaut	juliengrenet1	2
annecanteaut	patrickfenouil	1
marieannepaveau	claudeniederlender	2
audeleblond	charara	2
leblancannie	gwendalb	1
sr	lafaitjacques	3
marcmezzarobba	pierrefleury1	3
damienrobert	claudeloverdo	4
griddock	jonathancrequer	1
bibliophile	juliegautierphaneuf	33
philippedeso	fortyannick	2
benoitrkloeckner	ralphmatthes	3
olivierpantale	gregallaire	4
buloismichael	paulgirard	1
jonathancrequer	emmanuellecorne	1
doctorant	clementtisserant	3
anthoinebourgeois	fredericclavert	2
noelthiboud	nehemiestrupler	2
favreau	laurentromary	3
leboecla	nieddu	3
lucazeau	catherineperrin	2
juliengilet1	damienrobert	5
fredericdanielluclehobey	pierreboulet1	3
pierrenaegelen	marindacos	5
sevankazandjian	chantalviala	1
fredericdavitoria	pascalearaujo	1
alexiskauffmann	aeris	3
davidbenoist	jeremieroche	1
albertcohen	nicolasquenouille	1
maximeaudinot	alabau	1
pascalelalot	maximeaudinot	1
anthoinebourgeois	olivierpantale	3
bernadettebergeret	frederiquelangue	6
lucazeau	sorouletpillon	1
consortiumcouperin	leinardifrancesca	2
maximeaudinot	matthieumoy	1
louisgesbert	elianedaphy	2
pierrev	leblancannie	1
mariehelenedacos	emmanuelthome	4
teodorknapik	nicolasbraudsantoni	3
laurentlyaudet	hugogimbert	3
danielpouyllau	valeryxavierlentz	2
hadrienvroylandt	actessud	1
williamtriggs	sorouletpillon	4
juliendupredebaubigny	claudeniederlender	2
veroniquecohoner	mathieublanchard	4
philippeschnoebelen	pierremounier	3
noelthiboud	coret	2
guillainpotron	stephanemagnier	4
christineollendorff	jeanbaptistemouret	5
anicetrohee	jeanmallet	2
favreguillaume	salvetatfrancoise	3
bibliophile	cremonini	8
juliengrenet1	mathieublanchard	4
bernadettebergeret	aicardistephane	3
romainbazile	marielaurebretin	1
mag	sylvainribault	1
rousseletlouis	bibliothequeuniversitairedeslanguesetcivilisations	2
sylvainpogodalla	becache	2
christofschoch	chauvinbrigitte	3
davidbenoist	jouannigot	3
frederiqueflamerie	ludivineabd	5
chauvinbrigitte	juliengrenet1	3
odilecontat	cbernault	1
noelthiboud	pierrickkoch	4
elianedaphy	gregorycolcanap	3
williamtriggs	vorosandre	3
valeriehurtevent1	jeanmarielebechec	5
brundominique1	cavetdominique	1
damienrobert	sorouletpillon	5
gibierfrancois	francoisbriat	2
jeanfrancoislutz	salvetatfrancoise	4
claudeniederlender	rousseletlouis	2
bibliothequeuniversitairedeslanguesetcivilisations	cecileadamolle	4
ericf	valleemaxime	1
brunoringeval	hadrienvroylandt	1
durandaline	aymerich	4
aurelienberra	hcyinguyenvan	5
hubertguillaud	stephanebortzmeyer	1
benjaminbourdon	bibliothequeuniversitairedeslanguesetcivilisations	1
chauvinbrigitte	clairesaulou	3
claudeniederlender	manuelclergue	1
emmanuelthome	odilehennaut	3
romainbazile	castelainjeanchristophe	1
annebergez	agnesletouzey	3
sr	hcyinguyenvan	6
stornecatherine	francoisrevol	1
inradistodilehologne	thierryfournier	5
celinevautrin	paulgirard	3
mauran	catherinelandry	1
stephanepouyllau	stornecatherine	3
christinekosmopoulos	prescillialagarrigue	1
celialentretien	ol	1
pascaltobaly	becache	3
emilegersch	amicfrouvelle	1
jeanfrancois	simona	2
olivierchapuis	salvetatfrancoise	2
emmanuelthome	aicardistephane	4
nicolaslemoine	anneclairelepicard	1
williamtriggs	gregallaire	5
cecilearmana	davidmonniaux	2
antoinelejay	julienbect	2
adrienfabre	cedricolivierturrin	2
francoisxaviermas	nieddu	3
jeanlucdeochandiano	stephanemagnier	1
sgl	francoisducrocq	5
emiliebrunet	gregorycolcanap	4
sylvaincrovisier1	benjaminbourdon	4
patricebellot1	pierrickkoch	4
ericf	fabienlabarthe	2
guillainpotron	claudeniatel	4
eliemichel	bibliothequeuniversitairedeslanguesetcivilisations	2
gregallaire	catherinelandry	4
samsond	jeanfrancois	3
fredericclavert	buloismichael	3
huguessamyn	pascalweil	2
martinecourbincoulaud	thomasletendre	2
christofschoch	rmathis	6
celinevautrin	davidmonniaux	3
sonneville	anthonymasure	2
gwendalb	audreysteinberger	1
lucazeau	brunobeaufils	1
colettecadiou	martinecoppet	1
aurelienberra	laurentlopez	5
sr	bernieseek	4
samuelhornus	hankahensens	1
buloismichael	matthieumoy	1
coret	anthonymasure	1
mariehelenedacos	jeremienuel	3
antoinelejay	pascalearaujo	1
louisgesbert	mag	3
jeanfrancois	eliemichel	6
sgl	baselopresse	1
leclercarmelle	hurtersavie	2
antoinelejay	manuelclergue	1
jeansebastienkrollrabotin	jeanchristophepeyssard	1
minpicault	pierre1	4
sebastienbenzekry	maccall	1
agnesraymonddenise	cavetdominique	5
allia	jozefinasadowska	4
sgl	beorchia	3
lacourclaire	yannbonnet	1
hadrienvroylandt	stephanepouyllau	2
vincentbattesti	sbauin	3
javellejeanpierre	patrickfenouil	1
ackervalerie	griddock	2
fredericclavert	clairelemercier	7
valerielarroque	aurelienberra	3
catusciapalamidessi	2	5
alainberetzpresidentdeluniversitedestrasbourg	raclet	2
hugogimbert	sarraderafaele	1
laurevieu	nicolaslemoine	3
heraultfrederic	elodieponcet	3
duflotjeanluc	baselopresse	4
arnaudferraris	monnet	2
clairelemercier	beorchia	5
juliejanody	audreysteinberger	3
mathieuperona	fredericchapoton	2
dissemin	jeankempf	3
adelineregeuniversitedestrasbourg	williamtriggs	4
paulgirard	giselemaxit	4
pierrev	godefroybeauvallet	2
delphinedebarre	actessud	1
francoislermigeaux	coret	3
jacquesmillet	leinardifrancesca	2
simona	juliedacos	1
maicf	marindacos	4
olivierjacquot	vorosandre	2
guillaumecabanac	sorouletpillon	9
fredericdanielluclehobey	alainberetzpresidentdeluniversitedestrasbourg	3
minpicault	heraultfrederic	1
teodorknapik	williamtriggs	4
pascaltobaly	audreysteinberger	2
jeremienuel	louiseberaudlefranc	1
bossuet	juliendupredebaubigny	1
christineollendorff	nicolaslemoine	8
gittonvincent	favreau	1
dominiquelechaudel	olivierpantale	1
gittonvincent	frederiqueflamerie	2
maximeaudinot	alainmarois	2
kevinperrot	marielaurebretin	2
danielpouyllau	aicardistephane	2
guillaumecabanac	nieddu	4
davidbenoist	pascalweil	5
emmanuelhadoux	francoisetruffert	3
jeanlucdeochandiano	chantalbarutau	3
pascalelalot	juliengrenet1	1
alaincimino	victorkalt1	2
gabrielllang	clementtisserant	2
paulgirard	danielbourrion	4
brunodurand	violainev	2
jeanlucdeochandiano	beorchia	2
gabrielscherer	gambazza	2
patricetorguet	anneclairelepicard	1
philippehoudry	gregallaire	2
pocinho	rousseauhans	1
adelineregeuniversitedestrasbourg	mauleskinemouraby	3
valerielarroque	isabellegouat	1
suzannemallet	jeannevarasco	2
arramyleroux	silvanodalzilio	3
olivierpantale	charara	3
jeanfrancoislutz	valeriehurtevent1	8
leclercarmelle	agnesletouzey	3
guillainpotron	claudeniederlender	3
olivierpantale	sebastienbenzekry	2
gesbert	francoisparreau	3
guillaumequeruel	julienbect	3
romainboistel	francoisrevol	4
mathieuperona	antoineamarilli	3
julianbh	jonathancrequer	2
elodieponcet	fortyannick	3
virgileandreani	nicolaslemoine	5
bernadettebergeret	maicf	4
teodorknapik	cecilearmana	3
olivierpantale	thomasletendre	2
antoineamarilli	frederiqueflamerie	6
marieannepaveau	rousseletlouis	3
vincentreverdy	delphinedebarre	4
xavierleroy	mathildedacos	3
arnaudferraris	pierrickkoch	3
arnaudlerouzic	marielaurebretin	3
francoislermigeaux	thomasletendre	2
christineollendorff	glize	4
francisandre	celinesmith	4
baratault	deputeeisabelleattard	5
catusciapalamidessi	benjaminprevost	2
jeremiebettinelli	mathildedacos	3
davidmonniaux	charara	3
sbauin	florianmoreau	2
valerielarroque	nicolasbraudsantoni	3
romainbazile	victorkalt1	3
hurtersavie	alexanderdoria	1
nehemiestrupler	jeankempf	2
jeanlucdeochandiano	juliengrenet1	3
alainberetzpresidentdeluniversitedestrasbourg	sylvainribault	1
hubertguillaud	jeanlucdeochandiano	3
celinesmith	ramdanikarim	2
dsa	julienbect	2
cypriengay	albrechtzimmermann	1
ludivineabd	delphinedebarre	4
alainberetzpresidentdeluniversitedestrasbourg	sebastienlebonnois	1
marlenedelhaye	claudeniederlender	1
benjaminguichard	prescillialagarrigue	2
pocinho	claudeniatel	2
juko	suzannemallet	3
chantalbarutau	cavetdominique	5
roux3	alexandrenolin	3
louiseberaudlefranc	audreysteinberger	1
fabienmalbet	carolinelandry	1
xavierleroy	pocinho	2
anneclairelepicard	cavetdominique	4
alabau	sandrinemalotaux	2
syndicatnationaldeledition	vincentdanjean	1
ackervalerie	aurelienberra	4
hubertguillaud	sebastienlebonnois	2
fouillet	guycobolet1	2
justineancelin	pierreboulet1	1
ratsimandravasuzanne	geoffreyharaux	2
stephaniegroudiev	sergenoiraud	1
hubertguillaud	philippegambette	2
cedricolivierturrin	guycobolet1	3
audeleblond	julienbect	2
catusciapalamidessi	chantalviala	3
martinecoppet	henrigaly	3
francoislermigeaux	ouriachioussama	3
valerielarroque	mathildedacos	2
francoisparreau	gwendalb	1
vorosandre	favreau	2
xavierleroy	sevankazandjian	1
prescillialagarrigue	vincentdanjean	2
nicolasrs	yadlajoie	2
sgl	vorosandre	2
williamtriggs	kevinperrot	2
maxenceguesdon	agnesletouzey	1
leblancannie	fabienlabarthe	3
ackervalerie	nathalieduchange	1
charlesruelle	gabrielllang	2
laurentbercot1	nicolaspetitdemange	3
virgileprevosto	gabrielllang	3
victorkalt1	hurtersavie	1
aeris	becache	1
teodorknapik	christofschoch	3
patricetorguet	valleemaxime	3
guillaumequeruel	jeanlouisbougeret	1
jeanfrancoislutz	courtoischantal	3
aurelienberra	marlenedelhaye	2
audeleblond	mihaelasighireanu	2
samuelauthueil	doctorant	1
juliedacos	leinardifrancesca	2
laurablasutto	pascalfouche	1
veroniquecohoner	nicolasquenouille	1
mariehelenedacos	hcyinguyenvan	4
dsa	marindacos	2
pierrev	catherinelandry	4
lucazeau	gwendalb	2
pierrenaegelen	paulgirard	3
benjaminguichard	guillainpotron	3
julienbect	favreau	3
claudeniederlender	pbernard	1
jeanlucdeochandiano	catusciapalamidessi	1
teodorknapik	arnaudferraris	2
celinesmith	gregorycolcanap	2
bernardteissier	guillaumecabanac	3
sr	sarraderafaele	3
alabau	actessud	1
anthoinebourgeois	legendre	1
olivierpantale	valleemaxime	2
dominiquelechaudel	eliemichel	2
clementtisserant	adrienchopin	6
javellejeanpierre	nathalieduchange	2
merlet	vincentreverdy	8
valeriehurtevent1	guycobolet1	4
virgileandreani	ludivineabd	4
antoineamarilli	pascalearaujo	3
clairelemercier	josettelapeyre	6
antoninchambolle	florencebouillon	2
pablorauzy	raclet	3
oliviercleynen	claudeniatel	4
christofschoch	justineancelin	2
chevallierchantepie	marcjeanmougin	6
nicolasdumoulin	marieannepaveau	2
imr	francoisbriat	1
cedricolivierturrin	ratsimandravasuzanne	2
sylvaincrovisier1	anneclairelepicard	3
celialentretien	pascalweil	2
jeremienuel	alainberetzpresidentdeluniversitedestrasbourg	4
gabrielllang	davidbaelde	2
horatiucirstea	jouannigot	1
raclet	charara	3
cypriengay	mathieusaby	4
olivierpantale	vincentreverdy	5
pierremounier	aeris	1
jeanfrancoislutz	ol	3
geraldineniateldacos	francoisparreau	3
bernieseek	geraldineniateldacos	3
aurelienberra	leoducas	3
merlet	cecilearmana	2
pierre1	maxenceguesdon	2
cecilearmana	imr	3
stephanebortzmeyer	claudeniatel	2
jeremiedetrey	aeris	3
fredericmandon	nikolaykovachev	3
pablorauzy	gabrielscherer	3
nicolaslemoine	aymerich	2
balmon	mihaelasighireanu	3
christinedemazieres	amicfrouvelle	1
colettecadiou	valentinplichon	1
stephanemagnier	leblancannie	1
elianedaphy	castelainjeanchristophe	1
jeremiedetrey	emmanuellecorne	5
rousseletlouis	moniqueteillaud	1
annecanteaut	valleemaxime	1
minpicault	pascaltobaly	2
ericf	romainbazile	1
thierryfournier	apincetre	3
elianedaphy	marcjeanmougin	3
briot	valentinplichon	3
elianedaphy	guillaumecabanac	3
benjaminguichard	brunodurand	3
fredericherbreteau	sylvainribault	2
dominiquelechaudel	jeanmarielebechec	2
cecileclavaud	inptoulouseinstitutnationalpolytechniquedetoulouse	4
sophiepochic	romainbazile	1
juliejanody	matthieumoy	3
arnalcedric	jeanlouisbougeret	1
vorosandre	nicolasbarts	1
vincentleclere	juliendupredebaubigny	1
laurablasutto	lucaudrain	1
apincetre	charara	2
durandaline	rmathis	3
agnesraymonddenise	christinelebas	2
merlet	nieddu	1
gambazza	olivierlegall1	1
fontaine	baselopresse	1
philippeschnoebelen	rousseauhans	1
xavierleroy	christianlavault1	2
violainev	manuelclergue	2
olivierzendra2	stephanepouyllau	1
patrickmassot	marindacos	5
heraultfrederic	paulgirard	2
charlesruelle	fontaine	5
ericdaspet	abharmach	2
hankahensens	pn	2
ericdaspet	heloisegazeau	2
marlenedelhaye	souzani	1
stephaniedordcrousle	jeanmallet	1
gesbert	marcmezzarobba	5
rmathis	claudeloverdo	2
glize	francoisetruffert	4
antoineamarilli	juliendupredebaubigny	4
annickvalibouze	clairesaulou	1
annepoupon	stephanebortzmeyer	1
olivierlegall1	pascalweil	3
bernadettebergeret	francoisrobinet	1
marcmezzarobba	elodieponcet	4
sarraderafaele	samuelauthueil	1
fredericdanielluclehobey	leoducas	2
jeanbaptistemouret	florencebouillon	4
guillaumeaupy	isabellegouat	2
mathieuperona	imr	2
pbernard	marielaurebretin	2
olivierchapuis	samuelhornus	3
pablorauzy	maccall	2
gambazza	leinardifrancesca	2
marcmezzarobba	claudeniederlender	3
emmanuellehelly	elodieponcet	3
jeremiedetrey	cbernault	1
jeremienuel	catherineperrin	2
quentingrimaud	fredericchapoton	2
doctorant	beorchia	3
aurelienberra	pierrefenouil	1
schwartzlionel	antonindelpeuch	3
fouillet	mauleskinemouraby	2
virgileandreani	buloismichael	4
brundominique1	heloisegazeau	2
mauran	dansperber	2
teodorknapik	buloismichael	2
valerielarroque	nicolaspetitdemange	3
pierrebauvin	sorouletpillon	1
annepoupon	aurelienberra	2
aicardistephane	francoisrobinet	1
philippeschnoebelen	allia	4
fizcus	silvanodalzilio	3
danielpouyllau	romainboistel	4
jeanfrancois	cavalier	1
jeanfrancoislutz	ericdaspet	5
sbauin	isabellekrzywkowski	2
hadrienvroylandt	gambazza	1
gambazza	sorouletpillon	2
antoineamarilli	nikolaykovachev	5
laurent	lionelrieg	2
alainberetzpresidentdeluniversitedestrasbourg	chevallierchantepie	3
doctorant	damienrobert	3
thomasletendre	julienbect	5
sergenoiraud	suzannemallet	1
roux3	pbernard	3
aurelienberra	durandaline	4
francoisxaviermas	hugol	3
baratault	jeanlouisbougeret	3
alaincimino	jeanfrancois	2
fouillet	imr	2
danielpouyllau	laurentlopez	3
sophiepochic	quentingrimaud	3
rousseletlouis	matthieumoy	2
bernieseek	chantalbarutau	2
cecileclavaud	francoisrobinet	1
gregoire	romainboistel	3
benoitpier1	stephanepouyllau	5
pascaltobaly	valeryxavierlentz	2
leboecla	valleemaxime	1
francoislermigeaux	apincetre	2
pbernard	danielbourrion	2
agnesraymonddenise	nikolaykovachev	2
doctorant	marielaurebretin	5
patricebellot1	laurapallez	2
olivierbuffet	lafaitjacques	2
clementtisserant	stephaniedordcrousle	4
fredericherbreteau	valentinplichon	4
maximeaudinot	suzannemallet	2
pierrev	cecilearmana	2
philippegambette	antoninchambolle	1
florianmoreau	brunobeaufils	2
godefroybeauvallet	sorouletpillon	2
leblancannie	vincentdanjean	2
simona	violainev	2
olivierpantale	doctorant	1
christianlavault1	charara	2
frederiqueflamerie	quentingrimaud	3
doctorant	marindacos	4
gregallaire	celinefouga	3
kevinperrot	guycobolet1	1
christofschoch	yadlajoie	3
severinlemaignan	legendre	1
guillaumecabanac	marcjeanmougin	8
colettecadiou	christophebrocquet	3
martinecourbincoulaud	christinelebas	3
alainberetzpresidentdeluniversitedestrasbourg	clairelemercier	6
mariehelenedacos	ramdanikarim	1
philippehoudry	etiennepariat	4
bernardloic	adrienkrahenbuhl	1
jeremiebettinelli	odilehennaut	3
christianlavault1	mathieusaby	1
isabellekrzywkowski	francoisducrocq	1
pierrev	nicolasquenouille	1
anthoinebourgeois	thierryfournier	4
juko	manuelclergue	2
martinecourbincoulaud	catusciapalamidessi	1
syndicatnationaldeledition	olivierbuffet	1
francoisrobinet	remiwatrigant	1
vincentleclere	odilecontat	3
sandrinemalotaux	fabricemottez	2
nehemiestrupler	nikolaykovachev	1
duflotjeanluc	mariefarge1	3
pablorauzy	samsond	2
juliendupredebaubigny	ericdaspet	3
christineollendorff	gwendalb	2
inradistodilehologne	frederichelein	6
merlet	fouillet	2
superchaton	emmanuellehelly	1
aymericpoulainmaubant	emmanueld	3
benjaminbourdon	rousseauhans	1
virgileprevosto	duflotjeanluc	4
thomasletendre	clementtisserant	3
christofschoch	christineollendorff	3
noelthiboud	alainherreman	3
jeanpierregesbert	chantalbarutau	5
vincentreverdy	leinardifrancesca	5
darquy1	juriconnexion	1
sylvaincrovisier1	francisandre	5
frederichelein	duflotjeanluc	4
jeanlucdeochandiano	jozefinasadowska	1
christinekosmopoulos	paulgirard	4
cypriengay	leclercarmelle	3
dominiqueroux	christophepavlides	1
lionelrieg	catherineperrin	1
aymericpoulainmaubant	samuelauthueil	1
agnesletouzey	arthurguillon	1
sylvainpogodalla	aurelienberra	2
paulgirard	pascalweil	2
anneclairelepicard	audreysteinberger	1
antoinelejay	vincentdanjean	3
maxenceguesdon	mathieublanchard	3
barbarameazzi	carolinelandry	4
juriconnexion	fabienandre	1
cenacpeggy	durandaline	3
manuelclergue	ramdanikarim	1
olivierchapuis	hurtersavie	2
darquy1	alexandrenolin	2
virgileandreani	becache	2
clairesaulou	clairelemercier	3
maccall	laurentlopez	1
fabienmalbet	francoisducrocq	2
sylvainpogodalla	jeannevarasco	3
merlet	jeannevarasco	5
leclercarmelle	eliemichel	3
hurtersavie	florencebouillon	2
francoisrobinet	jeannevarasco	6
annepoupon	gregoire	1
pierrebauvin	fredericclavert	1
huguesvanbesien	eliemichel	4
vincentreverdy	jeanpierrepetard	2
francoislermigeaux	guycobolet1	4
philippedeso	ericdaspet	3
romainboistel	ramdanikarim	3
mauleskinemouraby	thomasblanchard	2
romainbazile	violainev	3
franckinfodocbib1	ericf	2
olivierchapuis	jeanbaptistemouret	3
gibierfrancois	francoisparreau	3
dsa	sylvainschmitz	2
pierrefleury1	mihaelasighireanu	4
hugogimbert	adelineregeuniversitedestrasbourg	3
violainev	favreau	2
amicfrouvelle	florencebouillon	3
odilehennaut	isabellegouat	2
vincentreverdy	laurentromary	11
annepoupon	thomasblanchard	1
francoisetruffert	sandrinemalotaux	5
stephaniegroudiev	juliengrenet1	5
vincentreverdy	olivierbuffet	4
annepoupon	maicf	1
thierryfournier	beorchia	3
editionsgallimard	etiennepariat	1
gregoire	chantalbarutau	1
jeanlucdeochandiano	fredericchapoton	3
pierremounier	agnesraymonddenise	2
jaimelire	gaelbordet	13
pascaltobaly	francoisrobinet	1
charlesruelle	jozefinasadowska	2
jeanfrancois	aeris	2
sophiepochic	guillainpotron	1
frederiqueflamerie	hurtersavie	3
adelineregeuniversitedestrasbourg	abharmach	4
bernadettebergeret	laurentlopez	4
bernadettebergeret	juliengilet1	5
vincentbattesti	doctorant	2
bernardloic	juko	3
mariehelenedacos	louisjachiet	3
jeremiebettinelli	violainev	3
christofschoch	jeanchristophebach	3
adrienfabre	francisandre	2
lacourclaire	francoisducrocq	1
odilecontat	laurentromary	5
xavierleroy	audeleblond	2
mathieuperona	julianbh	3
laurentbercot1	gwendalb	4
favreguillaume	pascaltobaly	2
lacourclaire	stephanebortzmeyer	2
davidbaelde	jozefinasadowska	3
sandrinemalotaux	brundominique1	3
bernadettebergeret	annickvalibouze	3
ernoult	juko	3
baratault	juliengilet1	4
virgileandreani	valentinlorentz	2
adrienkrahenbuhl	duhamellechristophe	2
teodorknapik	paulgirard	3
2	odilebenassy2	4
gregoire	antoninchambolle	1
mathieuperona	colettecadiou	2
philippedeso	marindacos	5
jeanpierregesbert	hadrienvroylandt	4
olivierjacquot	rousseauhans	3
francisandre	paulgirard	5
christineollendorff	isabellegouat	4
mathildedacos	claudeniatel	7
raclet	matthieumoy	1
fredericdavitoria	florianmoreau	1
xavierdesforges	fredericdavitoria	1
davidbenoist	victorlefevre	4
pierrenaegelen	pierrefleury1	1
frederichelein	marlenedelhaye	2
alainherreman	alexandrenolin	2
sebastienbenzekry	justineancelin	1
virgileprevosto	anthonymasure	1
leoducas	brunodurand	3
emmanuellecorne	olivierbuffet	4
philippeschnoebelen	pierreboulet1	3
celialentretien	celinevautrin	4
jeremiedetrey	stephaniegroudiev	4
darquy1	thierryfournier	5
valeriehurtevent1	louisjachiet	7
francisandre	marieevegeiger	6
dissemin	horatiucirstea	3
bernadettebergeret	jeanchristophebach	4
mariehelenedacos	mathieusaby	2
heraultfrederic	jeanmarielebechec	1
stornecatherine	remiwatrigant	2
francoisxaviermas	jeanchristophepeyssard	3
duflotjeanluc	davidbaelde	2
colettecadiou	deputeeisabelleattard	2
fizcus	marielaurebretin	3
celinevautrin	moniqueteillaud	1
vincentreverdy	lafaitjacques	4
julianbh	mag	1
nehemiestrupler	fredericherbreteau	2
apincetre	celinesmith	1
ratsimandravasuzanne	fabricemottez	1
olivierjacquot	carolinelandry	4
samuelhornus	jaimelire	1
fredericdavitoria	buloismichael	2
benoitpier1	samuelauthueil	3
christofschoch	roux3	5
pierrev	francoisducrocq	4
thierryfournier	benjaminprevost	5
laurentlhuillier	annickvalibouze	4
2	marcchardin	4
laurablasutto	favreau	2
arramyleroux	maicf	3
ratsimandravasuzanne	davidbaelde	1
juliengilet1	dansperber	1
francoisetruffert	marindacos	5
meheut	gaelleriverieux	2
louisgesbert	salvetatfrancoise	5
mariehelenedacos	carolinelandry	5
roux3	chevallierchantepie	7
sylvainschmitz	gabrielscherer	1
francoisxaviermas	stephanebortzmeyer	1
christineollendorff	clementtisserant	5
louisgesbert	thomasletendre	4
gambazza	delphinedebarre	3
legendre	catherineperrin	2
jeremiedetrey	louisjachiet	4
arnalcedric	pierre1	1
glize	lucazeau	1
merlet	courtoischantal	1
