userA	userB	score
clairesaulou	rousseauhans	2
bernieseek	pascaltobaly	2
carolinelandry	philippegambette	1
gittonvincent	doctorant	1
chevallierchantepie	laurentlopez	6
bernadettebergeret	claudeniatel	8
sylvaincrovisier1	albertcohen	4
fredericherbreteau	christinelebas	3
pascalelalot	lucazeau	2
jeremienuel	benjaminguichard	2
victorkalt1	catherinelandry	4
sylvainpogodalla	jeremiedetrey	2
annickvalibouze	pierremounier	4
francoisxaviermas	adrienchopin	3
clairelemercier	giselemaxit	6
virgileandreani	frederiquelangue	4
leoducas	cavetdominique	5
francoisparreau	philippegambette	1
gittonvincent	nolwennmaudet	1
courtoischantal	davidbaelde	1
jaimelire	francoisrobinet	8
martinecoppet	guycobolet1	3
cenacpeggy	nicolasbraudsantoni	2
maisonobeluc	arramyleroux	4
alainberetzpresidentdeluniversitedestrasbourg	gregorycolcanap	2
hankahensens	beorchia	4
sr	pocinho	2
quentingrimaud	maccall	3
carolinelandry	victorlefevre	2
valeriehurtevent1	jeanlouisbougeret	2
aicardistephane	alexandrenolin	2
maccall	fabienlabarthe	1
lionelrieg	francoisrevol	1
olivierjacquot	laurent	1
davidbenoist	juliendupredebaubigny	6
cypriengay	alexandredouvry	3
philippebeauvillard	editionsdalloz	4
samuelauthueil	pierrenaegelen	3
dsa	durandaline	1
duhamellechristophe	abharmach	2
miklarzclement	pierrickkoch	4
veroniquecohoner	valentinlorentz	1
louisgesbert	mauran	3
fabricemottez	sorouletpillon	1
mauleskinemouraby	geoffreyharaux	2
thomasletendre	maxb	3
christofschoch	juriconnexion	1
legendre	caroleb	1
lacourclaire	cenacpeggy	3
gabrielscherer	mathieusaby	2
jeanfrancoislutz	cedricolivierturrin	4
inptoulouseinstitutnationalpolytechniquedetoulouse	aymerich	4
samuelauthueil	valentinplichon	1
aymerich	claudeloverdo	4
vorosandre	jozefinasadowska	2
jacquesmillet	hurtersavie	1
lerouergue1	celinefouga	1
xavierleroy	odilecontat	6
marcjeanmougin	philippegambette	5
cedricolivierturrin	imr	3
bernardloic	lionelrieg	2
quentingrimaud	mihaelasighireanu	2
alaincimino	fabienandre	4
marielaurebretin	claudeloverdo	3
matthieumoy	maxb	3
raclet	fortyannick	3
davidbenoist	jeankempf	5
mauran	alainherreman	1
fredericchapoton	adrienchopin	4
ol	florencebouillon	1
guillaumeaupy	gregallaire	2
lucazeau	thierychanier	1
hubertguillaud	maccall	1
benoitpier1	jeanbaptistemouret	5
patricebellot1	lacourclaire	2
celialentretien	suzannemallet	1
marlenedelhaye	claudeniatel	2
silvanodalzilio	fontaine	1
ernoult	guillaumeaupy	2
quentingrimaud	gabrielllang	3
guillaumequeruel	aymerich	3
frederiqueflamerie	williamtriggs	5
barbarameazzi	2	2
virgileprevosto	sebastienlebonnois	1
christophebrocquet	nicolasquenouille	2
merlet	caillieret	2
martinecourbincoulaud	juliengilet1	4
benoitpier1	anneclairelepicard	3
clairelemercier	audreysteinberger	2
louisgesbert	cavalier	2
odilecontat	carolinelandry	3
patricetorguet	violainev	3
stephanepouyllau	brunobeaufils	2
frederiqueflamerie	balmon	4
cecilearmana	inptoulouseinstitutnationalpolytechniquedetoulouse	1
jaimelire	maxenceguesdon	1
dominiquelechaudel	mag	2
mariehelenedacos	olivierpantale	1
xavierleroy	lacourclaire	4
nieddu	alexandredouvry	2
christophebrocquet	nicolasrs	2
olivierjacquot	sonneville	1
annickvalibouze	alainherreman	2
fouillet	nieddu	3
claudeloverdo	giselemaxit	3
virgileprevosto	dansperber	1
patrickmassot	fouillet	1
glize	hugol	4
glize	juliengrenet1	2
apincetre	baselopresse	1
patricebellot1	laurent	3
alainmarois	stephanepouyllau	6
benoitrkloeckner	marcjeanmougin	6
jeanfrancoislutz	pascaltobaly	5
francoisducrocq	cecileadamolle	5
mariehelenedacos	huguessamyn	3
mariehelenedacos	fredericclavert	7
huguessamyn	rousseletlouis	3
adrienfabre	anthonymasure	3
nicolasdumoulin	annecanteaut	4
valleemaxime	beorchia	1
pierrebauvin	jeanmarielebechec	2
guillaumequeruel	romainboistel	3
javellejeanpierre	justineancelin	1
laurevieu	damienrobert	3
cedricolivierturrin	fortyannick	3
magariel	guillainpotron	4
monnet	ralphmatthes	1
lucazeau	giselemaxit	2
didierbailhous	claudeloverdo	1
laurevieu	dissemin	3
huguesvanbesien	mihaelasighireanu	1
christineollendorff	juliejanody	7
maxb	bibliothequeuniversitairedeslanguesetcivilisations	2
benoitrkloeckner	gregorycolcanap	1
samsond	gabrielllang	2
severinlemaignan	prescillialagarrigue	2
ludivineabd	thomasblanchard	3
pierrev	thomasletendre	3
ackervalerie	philippegambette	1
merlet	guillaumequeruel	1
deputeeisabelleattard	yadlajoie	3
gabrielscherer	marielaurebretin	4
pascalearaujo	victorlefevre	2
darquy1	vincentreverdy	8
jeanchristophepeyssard	pierrenaegelen	3
nicolasdumoulin	huguesvanbesien	1
leclercarmelle	stephanepouyllau	4
mauran	alexandredouvry	1
2	alainherreman	2
noelthiboud	dansperber	1
silvanodalzilio	yadlajoie	4
brunodurand	thomasblanchard	2
olivierjacquot	gwendalb	1
benjaminbourdon	francoisbriat	1
baratault	dominiqueroux	3
valeriehurtevent1	quentingrimaud	2
mathieuperona	isabellegouat	3
ericdaspet	florencebouillon	3
maccall	francoisducrocq	1
samsond	sylvainribault	1
alaincimino	lionelrieg	2
sr	hurtersavie	2
carolinelandry	godefroybeauvallet	1
frederiqueflamerie	jeanmallet	2
maisonobeluc	alexandredouvry	4
aicardistephane	jaimelire	1
jeanlouisbougeret	actessud	1
monnet	buloismichael	3
jeanfrancois	cavetdominique	4
arramyleroux	jeanlouisbougeret	1
isabelleramade	emmanuellecorne	2
fabienmalbet	antoninchambolle	1
huguesvanbesien	brundominique1	1
adelineregeuniversitedestrasbourg	annickvalibouze	1
sylvaincrovisier1	emmanuelthome	5
alabau	gwendalb	1
louiseberaudlefranc	beorchia	2
louisgesbert	emiliebrunet	4
marcmezzarobba	godefroybeauvallet	2
dissemin	pablorauzy	4
stephanebortzmeyer	marieevegeiger	1
inradistodilehologne	francistrautmann	2
pascalearaujo	aymerich	3
marcjeanmougin	agnesletouzey	5
marieferrazzini	laurentromary	3
benoitpier1	syndicatnationaldeledition	1
hcyinguyenvan	cbernault	1
aicardistephane	raclet	1
mathildedacos	nicolaslemoine	1
christinekosmopoulos	martinecoppet	2
martinecourbincoulaud	francoislermigeaux	4
leoducas	aeris	2
annepoupon	leinardifrancesca	2
maisonobeluc	juliejanody	7
pierrickgaudry	bernardloic	1
adelineregeuniversitedestrasbourg	audeleblond	3
pierrefleury1	florencebouillon	2
emiliebrunet	juliengrenet1	5
roux3	audreysteinberger	2
nicolaspetitdemange	fabienlabarthe	2
laurevieu	elianedaphy	3
jeremiedetrey	hugol	5
fouillet	pierre1	3
rousseletlouis	alexandredouvry	1
jeremienuel	odilebenassy2	2
gesbert	geoffreyharaux	4
jeanbaptistemouret	anthonymasure	3
imr	bibliothequeuniversitairedeslanguesetcivilisations	3
aeris	etiennepariat	3
cecileclavaud	chantalbarutau	2
christineollendorff	alexandrenolin	2
martinecourbincoulaud	valentinlorentz	1
cedricolivierturrin	patricebellot1	2
alainberetzpresidentdeluniversitedestrasbourg	prescillialagarrigue	4
jonathancrequer	alexandredouvry	1
annecanteaut	patricebellot1	4
magariel	guillaumecabanac	5
allia	emiliebrunet	8
mag	juliejanody	5
gambazza	mathieublanchard	3
adelineregeuniversitedestrasbourg	charara	2
teodorknapik	salvetatfrancoise	3
sylvaincrovisier1	mathieublanchard	5
cedrictemple	benoitrkloeckner	1
celialentretien	fabienlabarthe	3
rousseauhans	nikolaykovachev	2
arramyleroux	christofschoch	6
thierryfournier	jozefinasadowska	3
albertcohen	violainev	1
aurelienberra	huguessamyn	5
cypriengay	patrickfenouil	1
jeremiedetrey	guillaumequeruel	2
sarraderafaele	odilecontat	4
philippeschnoebelen	catusciapalamidessi	3
sgl	fontaine	1
alaincimino	juliendupredebaubigny	1
oliviercleynen	laurentlopez	4
valeryxavierlentz	cavetdominique	3
francoislermigeaux	salvetatfrancoise	2
epristassociationdesresponsablesistdesorganismesderecherchefrancais	audreysteinberger	3
nicolasdumoulin	thierychanier	2
lacourclaire	yadlajoie	2
roux3	isabellegouat	4
fredericherbreteau	gaelleriverieux	2
laurentromary	claudeloverdo	2
arnalcedric	valeriehurtevent1	6
huguessamyn	vincentdanjean	4
albertcohen	gregorycolcanap	1
bibliophile	alexandrenolin	1
anthonymasure	adrienchopin	4
arnalcedric	sbauin	7
fredericdanielluclehobey	nicolasdandrimont	3
gregorycolcanap	ralphmatthes	1
philippedeso	gregallaire	4
fredericdanielluclehobey	glize	1
pocinho	duflotjeanluc	4
paulgirard	fabricemottez	1
juliendupredebaubigny	pierrefleury1	3
sbauin	prescillialagarrigue	5
bernieseek	silvanodalzilio	3
carolinelandry	maxenceguesdon	1
fredericdanielluclehobey	lp	1
adrienfabre	marcchardin	2
heloisegazeau	eliemichel	4
javellejeanpierre	baratault	6
ackervalerie	juko	3
ouriachioussama	sylvainschmitz	2
jeanlucdeochandiano	vincentleclere	2
huguesvanbesien	ludivineabd	2
cecileclavaud	mihaelasighireanu	4
cenacpeggy	fabienlabarthe	1
annickvalibouze	laurentlopez	2
bernardloic	suzannemallet	1
florianmoreau	emmanuellecorne	1
patricetorguet	caroleb	6
odilehennaut	danielbourrion	2
marlenedelhaye	bibliothequeuniversitairedeslanguesetcivilisations	2
danielpouyllau	duflotjeanluc	3
quentingrimaud	arthurguillon	1
valeriehurtevent1	cedricolivierturrin	4
sebastienbenzekry	claudeniatel	3
darquy1	thierychanier	3
hcyinguyenvan	moniqueteillaud	3
fizcus	caroleb	4
jeanfrancois	oliviercleynen	5
teodorknapik	briot	2
emmanuelhadoux	sgl	3
valerielarroque	jeankempf	1
ernoult	christineollendorff	2
gibierfrancois	aymericpoulainmaubant	2
vincentbattesti	miklarzclement	2
sandrinemalotaux	valleemaxime	4
francoisxaviermas	fontaine	1
laurentlhuillier	chantalviala	1
vincentbattesti	annebergez	2
ouriachioussama	vincentleclere	1
adelineregeuniversitedestrasbourg	brunodurand	2
guillaumequeruel	laurapallez	1
sergenoiraud	cavetdominique	2
alaincimino	barbarameazzi	1
prescillialagarrigue	arthurguillon	1
teodorknapik	emmanuellehelly	1
laurent	francoisparreau	1
dominiqueroux	pierreboulet1	3
lestage1	teodorknapik	1
quentingrimaud	christianlavault1	1
clairesaulou	stephanemagnier	3
adelineregeuniversitedestrasbourg	alainmarois	6
merlet	brunobeaufils	3
philippeschnoebelen	souzani	3
hugogimbert	gchartron	1
audeleblond	claudeniatel	4
alaincimino	gaelleriverieux	3
cecileclavaud	roux3	4
bernieseek	lionelrieg	1
frederiqueflamerie	samuelhornus	2
magariel	oliviercleynen	3
nicolaslemoine	christophepavlides	2
bernadettebergeret	colettecadiou	3
isabelleramade	pierrickkoch	1
christineleininger	aeris	2
laurentromary	sorouletpillon	7
sbauin	fabienandre	4
lestage1	glize	2
jeremiedetrey	valentinlorentz	1
claudeniederlender	raclet	2
antoineamarilli	nolwennmaudet	3
thomasletendre	danielbourrion	1
nicolasdumoulin	pablorauzy	4
franckinfodocbib1	albrechtzimmermann	1
leoducas	odilecontat	2
pascaltobaly	celinefouga	5
samuelhornus	lionelrieg	3
emmanuelhadoux	damienrobert	4
isabellegouat	catherinelandry	4
mauleskinemouraby	juliengrenet1	2
cypriengay	christofschoch	3
davidmonniaux	olivierbuffet	3
francoisxaviermas	oliviercleynen	2
dansperber	arthurguillon	1
martinecourbincoulaud	antoinelejay	1
frederichelein	chekib1	4
darquy1	laurent	3
antoineamarilli	fredericchapoton	4
fredericclavert	alexandrenolin	3
magariel	brunodurand	3
olivierchapuis	lucazeau	2
apincetre	bibliothequeuniversitairedeslanguesetcivilisations	1
hubertguillaud	christinekosmopoulos	5
fredericmandon	nathalieduchange	1
antoineamarilli	doctorant	3
moniqueteillaud	celinefouga	3
philippehoudry	lucazeau	2
celinevautrin	marcchardin	3
colettecadiou	francistrautmann	2
darquy1	hadrienvroylandt	1
mariehelenedacos	marielaurebretin	4
javellejeanpierre	celinefouga	4
patrickmassot	legendre	1
frederiqueflamerie	odilebenassy2	3
catusciapalamidessi	anneclairelepicard	1
sarraderafaele	jozefinasadowska	3
sgl	saeditionsdupuis	1
gesbert	pierrickkoch	5
pierrickgaudry	nathalieduchange	1
romainbazile	pascalearaujo	2
apincetre	marielaurebretin	2
sbauin	brunodurand	5
ralphmatthes	mihaelasighireanu	3
cedrictemple	jeremiebettinelli	2
hugol	leclercarmelle	3
suzannemallet	marcchardin	2
louisgesbert	claudeloverdo	5
nicolasdumoulin	bernieseek	1
gabrielscherer	lp	1
lestage1	laurentlyaudet	2
franckinfodocbib1	mathieublanchard	2
pierrenaegelen	marielaurebretin	3
vincentbattesti	jeanchristophepeyssard	1
fredericdavitoria	fredericherbreteau	1
pocinho	marcmezzarobba	3
bibliophile	thomasletendre	1
inptoulouseinstitutnationalpolytechniquedetoulouse	violainev	4
severinlemaignan	barbarameazzi	1
prescillialagarrigue	alexandrenolin	2
sarraderafaele	fabienduprat	1
gregoire	beorchia	1
maximeaudinot	francoisducrocq	2
antoineamarilli	justineancelin	1
anthoinebourgeois	mauleskinemouraby	3
annebergez	lucaudrain	1
antoinelejay	jaimelire	1
francoisetruffert	eliemichel	7
philippeschnoebelen	brunobeaufils	2
nicolaslemoine	yadlajoie	1
magariel	benjaminprevost	4
hubertguillaud	jeremiebettinelli	3
antoineamarilli	benjaminbourdon	5
emmanuellehelly	victorlefevre	3
rousseauhans	gaelbordet	1
marlenedelhaye	thierychanier	2
dominiqueroux	maccall	1
adelineregeuniversitedestrasbourg	laurentlopez	4
duhamellechristophe	nikolaykovachev	1
valentinlorentz	benjaminprevost	1
ludivineabd	cecileadamolle	4
nehemiestrupler	henrigaly	2
balmon	pn	1
ackervalerie	stephanebortzmeyer	1
celialentretien	brundominique1	1
mariehelenedacos	nicolasdumoulin	2
courtoischantal	jozefinasadowska	1
jeremiebettinelli	lionelrieg	4
prescillialagarrigue	francoisparreau	2
olivierpantale	juliendupredebaubigny	2
baratault	kevinperrot	2
dominiquelechaudel	inradistodilehologne	2
jeanfrancois	dansperber	1
alainmarois	jeankempf	3
patricebellot1	griddock	2
colettecadiou	fortyannick	1
philippehoudry	valeryxavierlentz	1
cypriengay	francoisxaviermas	2
olivierzendra2	becache	2
xavierdesforges	romainboistel	2
jeremiedetrey	pablorauzy	3
sebastienlebonnois	fredericchapoton	2
juliengilet1	louisjachiet	4
laurentlyaudet	nathalieduchange	1
claudeniederlender	juliengrenet1	1
huguessamyn	aymerich	4
jeanfrancois	frederiqueflamerie	4
leoducas	francistrautmann	3
sylvainpogodalla	etiennepariat	4
danielpouyllau	samuelauthueil	1
benoitrkloeckner	ol	4
christinedemazieres	maicf	1
jeanfrancoislutz	juko	6
philippedeso	favreau	2
christophebrocquet	sebastienbenzekry	3
colettecadiou	doctorant	3
glize	gregallaire	5
prescillialagarrigue	isabellegouat	3
patrickmassot	aymerich	2
godefroybeauvallet	odilebenassy2	2
cecilearmana	abharmach	2
bernardteissier	stephanepouyllau	4
fredericherbreteau	favreau	3
kevinperrot	aicardistephane	3
anicetrohee	florencebouillon	2
pierrebauvin	jeanmallet	1
imr	amicfrouvelle	2
chekib1	frederiquelangue	4
thierychanier	giselemaxit	3
nikolaykovachev	alexandrenolin	4
stephaniegroudiev	leblancannie	3
frederiqueflamerie	laurentromary	6
hurtersavie	jeanmarielebechec	5
jeanfrancoislutz	isabellegouat	6
adrienfabre	marcmezzarobba	2
mauleskinemouraby	jaimelire	1
emmanuelhadoux	benoitrkloeckner	5
lestage1	jozefinasadowska	1
sergenoiraud	danielbourrion	1
dsa	maicf	1
alexiskauffmann	clementtisserant	3
aeris	francisandre	2
pierrev	balmon	3
lestage1	cypriengay	1
virgileprevosto	benjaminprevost	2
jeanfrancois	vivienripoll	6
laurapallez	actessud	1
virgileandreani	jeansebastienkrollrabotin	2
legendre	valentinplichon	2
etiennepariat	imr	5
arnalcedric	francistrautmann	4
bernardteissier	jeankempf	3
emmanuellecorne	abharmach	4
valeriehurtevent1	xavierleroy	4
laurapallez	favreguillaume	1
clairesaulou	balmon	4
ernoult	pierrickkoch	5
huguessamyn	mathieublanchard	3
inradistodilehologne	louiseberaudlefranc	2
inradistodilehologne	imr	1
sophiepochic	laurentbercot1	2
arnaudferraris	ralphmatthes	3
hubertguillaud	leinardifrancesca	1
bossuet	davidbenoist	3
sr	bernardteissier	3
odilebenassy2	alexandredouvry	1
cypriengay	xavierleroy	2
laurentlyaudet	christianlavault1	2
hcyinguyenvan	gaelleriverieux	2
pierrebauvin	giselemaxit	2
romainbazile	mauleskinemouraby	3
chevallierchantepie	barrierejeanpaul	1
arnaudferraris	marlenedelhaye	1
minpicault	cavetdominique	1
fouillet	valentinplichon	1
julianbh	maccall	2
salvetatfrancoise	francistrautmann	3
olivierjacquot	fontaine	1
hugogimbert	vincentbattesti	1
pierremounier	francoisparreau	3
jeanfrancoislutz	sylvainschmitz	2
merlet	bibliothequeuniversitairedeslanguesetcivilisations	2
christinekosmopoulos	ratsimandravasuzanne	2
hankahensens	frederiquelangue	4
bernardteissier	antoinelejay	1
magariel	fredericmandon	3
jeanpierregesbert	thierychanier	4
annickvalibouze	nathalieduchange	3
benjaminbourdon	fizcus	5
julianbh	mauran	3
nieddu	beorchia	5
valeriehurtevent1	fredericclavert	5
bernardteissier	philippegambette	1
franckinfodocbib1	leoducas	1
brunodurand	valentinplichon	3
lucadefeo	agnesletouzey	2
nehemiestrupler	fortyannick	2
bernadettebergeret	alabau	3
fredericherbreteau	anneclairelepicard	3
charlesruelle	gaelbordet	15
laurentlhuillier	philippedeso	2
vincentbattesti	pierreboulet1	2
stephaniegroudiev	antoninchambolle	3
celialentretien	sergenoiraud	1
virgileprevosto	julianbh	1
gabrielscherer	anthonymasure	3
javellejeanpierre	schwartzlionel	4
dominiquelechaudel	becache	2
martinecoppet	chantalviala	1
cedricolivierturrin	sorouletpillon	5
stornecatherine	juliedacos	2
maximeaudinot	stephanepouyllau	1
darquy1	geraldineniateldacos	4
adelineregeuniversitedestrasbourg	maxb	4
emmanuellehelly	agnesletouzey	1
juliengrenet1	thomasblanchard	3
colettecadiou	nicolaslemoine	1
jeanlouisbougeret	editionsgallimard	1
laurent	oliviercleynen	4
stephanemagnier	francistrautmann	4
olivierchapuis	alexiskauffmann	1
rousseauhans	valentinplichon	2
frederichelein	philippehoudry	3
anicetrohee	alexandredouvry	1
gesbert	maccall	1
olivierjacquot	sophiepochic	3
ouriachioussama	claudeloverdo	3
virgileprevosto	olivierzendra2	4
geraldineniateldacos	jeannevarasco	5
severinlemaignan	durandaline	4
lestage1	rmathis	1
jonathancrequer	matthieumoy	2
lestage1	henrigaly	1
nieddu	becache	1
pocinho	elodieponcet	3
jonathancrequer	francoisbriat	1
carolinelandry	buloismichael	1
jeansebastienkrollrabotin	fontaine	1
matthieumoy	francoisrevol	1
lafaitjacques	beorchia	2
hadrienvroylandt	justineancelin	2
adelineregeuniversitedestrasbourg	cavalier	3
pierrickgaudry	nicolasdandrimont	3
lucadefeo	odilebenassy2	1
frederichelein	christinelebas	3
bernieseek	albertcohen	1
hcyinguyenvan	dansperber	1
catherinelandry	claudeloverdo	2
francistrautmann	laurentromary	4
guillaumequeruel	celialentretien	3
pocinho	frederichelein	2
hubertguillaud	philippeschnoebelen	2
jeankempf	huguessamyn	2
claudeniederlender	emmanuellecorne	5
fredericherbreteau	agnesletouzey	3
maxb	guycobolet1	3
patrickmassot	gabrielscherer	2
julienbect	adrienchopin	5
romainbazile	frederiqueflamerie	3
sebastienlebonnois	aymericpoulainmaubant	2
fabienmalbet	henrigaly	2
cypriengay	ramdanikarim	1
sophiepochic	leoducas	2
jeanpierregesbert	pierrickkoch	5
brunoringeval	ludivineabd	1
favreguillaume	alexandredouvry	2
dissemin	pierrebauvin	2
minpicault	guillaumecabanac	2
javellejeanpierre	frederiqueflamerie	4
laurevieu	bernadettebergeret	3
clairelemercier	claudeloverdo	3
laurapallez	davidbaelde	2
sylvaincrovisier1	rousseletlouis	4
bernardteissier	pierreboulet1	3
cedrictemple	sylvaincrovisier1	4
lp	pn	2
francoisgeze	thomasletendre	1
marieannepaveau	nicolasbarts	1
fredericherbreteau	rousseletlouis	2
brunodurand	francoisparreau	3
hugol	gwendalb	3
barrierejeanpaul	manuelclergue	1
julienbect	williamtriggs	6
louiseberaudlefranc	geraldineniateldacos	4
noelthiboud	marcchardin	3
patrickfenouil	gaelleriverieux	1
jeannevarasco	chekib1	6
guillaumecabanac	jaimelire	1
sophiepochic	laurentromary	3
cedricolivierturrin	audeleblond	2
teodorknapik	isabelleramade	1
epristassociationdesresponsablesistdesorganismesderecherchefrancais	laurentlopez	4
jacquesmillet	oliviercleynen	4
aymericpoulainmaubant	ralphmatthes	1
ludivineabd	nicolaspetitdemange	2
jacquesmillet	maxb	4
sylvainpogodalla	adrienfabre	1
pierrev	mag	2
lestage1	laurentlopez	2
xavierdesforges	louiseberaudlefranc	2
gambazza	hurtersavie	1
ackervalerie	pascaltobaly	2
annepoupon	dissemin	2
louisgesbert	benjaminguichard	6
sonneville	yannbonnet	2
laurablasutto	marieferrazzini	1
huguessamyn	arthurguillon	1
patricebellot1	jeanmarielebechec	3
editionsdalloz	pierrefenouil	17
adrienkrahenbuhl	mihaelasighireanu	2
arramyleroux	guillaumecabanac	4
annepoupon	annebergez	1
isabellegouat	francoisducrocq	4
emmanuelhadoux	huguessamyn	2
sr	consortiumcouperin	2
alainberetzpresidentdeluniversitedestrasbourg	christianlavault1	2
balmon	francistrautmann	4
julienbect	pascalweil	4
adrienfabre	remiwatrigant	2
simona	hankahensens	1
isabelleramade	alexandredouvry	1
catusciapalamidessi	pierrev	2
didierbailhous	audreysteinberger	1
guillaumeaupy	williamtriggs	2
baratault	abharmach	4
jeankempf	hcyinguyenvan	3
christinekosmopoulos	yadlajoie	4
pascalelalot	arnaudlerouzic	1
adelineregeuniversitedestrasbourg	emiliebrunet	5
fredericmandon	patricetorguet	3
antoineamarilli	virgileprevosto	2
jacquesmillet	philippehoudry	2
jeannevarasco	olivierbuffet	1
magariel	nicolaspetitdemange	2
jeanfrancoislutz	pascalearaujo	5
williamtriggs	frederiquelangue	5
jacquesmillet	fizcus	2
darquy1	sonneville	3
laurevieu	bernieseek	1
olivierbuffet	moniqueteillaud	3
gittonvincent	cecileclavaud	1
courtoischantal	valleemaxime	1
philippehoudry	lp	1
laurent	balmon	4
emmanuelhadoux	hugol	5
mathieuperona	alaincimino	1
magariel	romainbazile	2
duflotjeanluc	laurentlopez	4
maicf	yadlajoie	4
adelineregeuniversitedestrasbourg	frederiquelangue	4
virgileandreani	emiliebrunet	5
samuelhornus	mihaelasighireanu	3
alainmarois	antonindelpeuch	4
danielbourrion	mihaelasighireanu	3
benjaminbourdon	giselemaxit	4
jeanfrancoislutz	pascalweil	4
jeanmallet	catherineperrin	3
marieannepaveau	cecilearmana	2
javellejeanpierre	thierryfournier	2
fabienduprat	hankahensens	2
maximeaudinot	maicf	1
juliejanody	florencebouillon	5
laurevieu	inptoulouseinstitutnationalpolytechniquedetoulouse	3
syndicatnationaldeledition	souzani	1
griddock	juliengrenet1	2
jeanlouisbougeret	cavetdominique	3
stephanebortzmeyer	aymerich	1
horatiucirstea	caroleb	2
anthoinebourgeois	christineollendorff	3
fredericmandon	rousseletlouis	3
laurentlyaudet	vincentreverdy	4
marcmezzarobba	laurentlopez	4
jeanpierregesbert	marielaurebretin	6
laurevieu	alabau	2
jeanlucdeochandiano	ericf	1
heloisegazeau	josettelapeyre	2
meheut	fontaine	1
nicolasdumoulin	veroniquecohoner	3
agnesletouzey	jeanbaptistemouret	2
brunoringeval	yadlajoie	3
maisonobeluc	suzannemallet	2
emmanueld	laurentlopez	1
rousseauhans	pascalearaujo	2
aurelienberra	beorchia	5
xavierleroy	valleemaxime	2
marcmezzarobba	odilebenassy2	3
jeanfrancoislutz	williamtriggs	6
arramyleroux	veroniquecohoner	2
davidbaelde	pierrefenouil	1
arnalcedric	beorchia	3
agnesletouzey	juliengrenet1	2
colettecadiou	patricebellot1	3
jeanlucdeochandiano	alainmarois	5
laurentromary	gaelleriverieux	3
anthoinebourgeois	marielaurebretin	2
rmathis	dominiqueroux	5
mariehelenedacos	glize	1
juliengilet1	maicf	4
huguesvanbesien	superchaton	1
sonneville	francistrautmann	3
celinevautrin	hadrienvroylandt	1
olivierlegall1	cavetdominique	11
bossuet	miklarzclement	3
alainberetzpresidentdeluniversitedestrasbourg	hugol	2
annepoupon	danielbourrion	2
sylvaincrovisier1	laurapallez	2
jeanlouisbougeret	geoffreyharaux	1
bernardteissier	catusciapalamidessi	3
cremonini	duhamellechristophe	4
noelthiboud	valentinplichon	3
laurent	jeanmallet	2
nicolasrs	francoisparreau	1
pascalelalot	jeannevarasco	3
vincentreverdy	brunodurand	4
mariefarge1	catherineperrin	1
nicolasrs	mihaelasighireanu	1
valeryxavierlentz	frederiquelangue	2
meheut	maximeaudinot	1
jeanlucdeochandiano	justineancelin	1
maximeaudinot	emiliebrunet	3
merlet	dominiquelechaudel	1
jeanpierregesbert	pierre1	6
adelineregeuniversitedestrasbourg	geoffreyharaux	3
alainberetzpresidentdeluniversitedestrasbourg	philippegambette	3
rousseauhans	jouannigot	1
godefroybeauvallet	guillaumerobert	1
dsa	marcjeanmougin	2
bernardloic	lucazeau	2
severinlemaignan	martinecoppet	3
adelineregeuniversitedestrasbourg	maximeaudinot	3
sr	nieddu	4
celinevautrin	victorkalt1	3
nathalieduchange	guycobolet1	3
laurentlopez	anthonymasure	4
franckinfodocbib1	catherinelandry	2
nicolasdumoulin	virgileprevosto	2
virgileandreani	alabau	2
griddock	clairelemercier	3
gabrielscherer	silvanodalzilio	2
sophiepochic	josettelapeyre	3
annepoupon	antonindelpeuch	1
magariel	guillaumequeruel	6
favreguillaume	jeankempf	2
jeanlucdeochandiano	sylvainribault	1
consortiumcouperin	mauran	2
ericf	pascalearaujo	2
allia	cavalier	3
alainberetzpresidentdeluniversitedestrasbourg	magariel	3
javellejeanpierre	abharmach	4
chauvinbrigitte	marieevegeiger	4
pierre1	justineancelin	6
olivierjacquot	emmanuelhadoux	1
favreguillaume	juliejanody	3
nicolasdandrimont	annebergez	3
bernardteissier	ericdaspet	1
bernadettebergeret	emmanuellecorne	7
aurelienberra	louiseberaudlefranc	3
hubertguillaud	fortyannick	1
federationnationaledelapressedinformationspecialisee	mathurindorel	1
julianbh	stephaniedordcrousle	2
patrickmassot	xavierleroy	7
heraultfrederic	laurapallez	1
arnalcedric	juko	5
jeanlouisbougeret	pierremounier	2
ernoult	chantalbarutau	3
juliejanody	leinardifrancesca	4
francoisparreau	valeryxavierlentz	1
cedrictemple	henrigaly	3
jeremienuel	sgl	3
saeditionsdupuis	abharmach	1
fredericclavert	pablorauzy	3
pierremounier	legendre	4
baratault	prescillialagarrigue	3
heraultfrederic	emmanuellecorne	4
dominiquelechaudel	teodorknapik	2
allia	alexanderdoria	6
ackervalerie	albertcohen	1
magariel	sebastienlebonnois	2
cecileclavaud	jacquesmillet	2
nicolasrs	celinesmith	2
hadrienvroylandt	victorkalt1	1
sgl	castelainjeanchristophe	1
guillaumeaupy	rousseauhans	1
henrigaly	marlenedelhaye	3
fouillet	nikolaykovachev	3
olivierbuffet	claudeniatel	4
christineollendorff	dominiqueroux	3
danielpouyllau	kevinperrot	2
christophebrocquet	juliengilet1	4
chauvinbrigitte	jeanchristophepeyssard	4
valeriehurtevent1	olivierlegall1	7
fabienmalbet	julianbh	1
laurentlyaudet	ericf	2
